country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
,,,,,,CY0106502111,DEKEL AGRI-VISION PLC,"Consumer, Non-cyclical",DEKEL AGRI-VISION PLC,ASQ1,DKL,United Kingdom,LSE,GBP
,,,,,,VGG270541169,DEL MONTE PACIFIC LTD,"Consumer, Non-cyclical",DEL MONTE PACIFIC LTD,D03,D03,,,
,,,,,,US2454971027,DEL TORO SILVER CORP,Basic Materials,DEL TORO SILVER CORP,DTOR,DTOR,,,
,,,,,,US2459151039,DELAWARE INV DIVIDEND & INC,,DELAWARE INV DIVIDEND & INC,DDF,DDF,,,
,,,,,,AU000000D132,DELAWARE THIRTEEN LTD,Technology,DELAWARE THIRTEEN LTD,D13,D13,,,
,,,,,,AU000000DLC0,DELECTA LTD,Communications,DELECTA LTD,XETRA,WMR,Germany,FWB2,EUR
,,,,,,IL0010841281,DELEK GROUP LTD,Energy,DELEK GROUP LTD,DLEKG,DLEKG,Israel,TASE,ILS
,,,,,,US24664T1034,DELEK LOGISTICS PARTNERS LP,Energy,DELEK LOGISTICS PARTNERS LP,DKL,DKL,,,
,,,,,,US24665A1034,DELEK US HOLDINGS INC,Energy,DELEK US HOLDINGS INC,DK,DK,,,
,,,,,,FR0000054132,DELFINGEN INDUSTRY,"Consumer, Cyclical",DELFINGEN INDUSTRY,ALDEL,ALDEL,France,SBF,EUR
,,,,,,BE0003562700,DELHAIZE GROUP,"Consumer, Non-cyclical",DELHAIZE GROUP,DHZ,DHZ,,,
,,,,,,US2466941034,DELHI BANK CORP,Financial,DELHI BANK CORP,CURRENT,DWNX,,,
,,,,,,JP3549350001,DELICA FOODS HOLDINGS CO LTD,"Consumer, Non-cyclical",DELICA FOODS HOLDINGS CO LTD,3392,3392,Japan,TSEJ,JPY
,,,,,,DE000A2E4K43,DELIVERY HERO SE,Communications,DELIVERY HERO SE,XETRA,DHER,Switzerland,EBS,CHF
,,,,,,US2470181049,DELIVERY TECHNOLOGY SOLUTION,"Consumer, Non-cyclical",DELIVERY TECHNOLOGY SOLUTION,NOINFO,DTSL,,,
,,,,,,US24703L1035,DELL TECHNOLOGIES INC-CL V,Technology,DELL TECHNOLOGIES INC-CL V,XETRA,12D,,,
,,,,,,US2471001006,DELMARVA BANCSHARES INC,Financial,DELMARVA BANCSHARES INC,DLMV,DLMV,,,
,,,,,,SG1CF9000002,DELONG HOLDINGS LTD,Basic Materials,DELONG HOLDINGS LTD,BQO,BQO,,,
,,,,,,US24712X1063,DELPHAX TECHNOLOGIES INC,Technology,DELPHAX TECHNOLOGIES INC,CURRENT,DLPX,,,
,,,,,,CA24721L1013,DELPHX CAPITAL MARKETS INC,Financial,DELPHX CAPITAL MARKETS INC,DELX,DELX,,,
,,,,,,INE393A01011,DELTA MANUFACTURING LTD,Industrial,DELTA MANUFACTURING LTD,DELTAMAGNT,DELTAMAGN,India,NSE,INR
,,,,,,US24778R3084,DELTA OIL & GAS INC,Energy,DELTA OIL & GAS INC,DLTA,DLTA,,,
,,,,,,CA2478001050,DELTA SYSTEMS INC,,DELTA SYSTEMS INC,DLT,DLT,,,
,,,,,,US2478501008,DELTIC TIMBER CORP,Basic Materials,DELTIC TIMBER CORP,DEL,DEL,,,
,,,,,,US24802Y1055,DEMANDWARE INC,Technology,DEMANDWARE INC,DWRE,DWRE,,,
,,,,,,DK0060738599,DEMANT A/S,"Consumer, Non-cyclical",DEMANT A/S,XETRA,WDH1,Germany,FWB,EUR
,,,,,,US24811V1008,DEMOCRASOFT HOLDINGS INC,Communications,DEMOCRASOFT HOLDINGS INC,NOINFO,DEMO,,,
,,,,,,INE947J01015,DEN NETWORKS LTD,Communications,DEN NETWORKS LTD,DEN,DEN,India,NSE,INR
,,,,,,INE077A01010,DENA BANK,Financial,DENA BANK,DENABANK,DENABANK,,,
,,,,,,US2482191077,DENALI BANCORPORATION INC,Financial,DENALI BANCORPORATION INC,CURRENT,DENI,,,
,,,,,,CA2483561072,DENISON MINES CORP,Industrial,DENISON MINES CORP,XETRA,IUQ,,,
,,,,,,JP3549600009,DENKA CO LTD,Basic Materials,DENKA CO LTD,4061,4061,Japan,TSEJ,JPY
,,,,,,US24847N1063,DENMARK BANCSHARES INC - A,Financial,DENMARK BANCSHARES INC - A,PREMQX,DMKBA,,,
,,,,,,US24869P1049,DENNY'S CORPORATION,"Consumer, Cyclical",DENNY'S CORPORATION,SCM,DENN,,,
,,,,,,KYG2810N1088,DENOX ENVIRONMENTAL & TECHNO,Basic Materials,DENOX ENVIRONMENTAL & TECHNO,1452,1452,,,
,,,,,,JP3551520004,DENTSU GROUP INC,Communications,DENTSU GROUP INC,4324,4324,Japan,TSEJ,JPY
,,,,,,US2490821087,DENVER BANKSHARES INC,Financial,DENVER BANKSHARES INC,CURRENT,DNVB,,,
,,,,,,CNE100002SZ0,DEPPON LOGISTICS CO LTD-A,Industrial,DEPPON LOGISTICS CO LTD-A,603056,603056,China,SEHKNTL,CNH
,,,,,,DE000A2GS5D8,DERMAPHARM HOLDING SE,"Consumer, Non-cyclical",DERMAPHARM HOLDING SE,XETRA,DMP,Germany,IBIS,EUR
,,,,,,US24983L1044,DERMIRA INC,"Consumer, Non-cyclical",DERMIRA INC,DERM,DERM,,,
,,,,,,CA25039N4084,DESERT GOLD VENTURES INC,Basic Materials,DESERT GOLD VENTURES INC,DAU,DAU,,,
,,,,,,CA25043L1094,DESERT LION ENERGY INC,Basic Materials,DESERT LION ENERGY INC,DLI,DLI,,,
,,,,,,KYG2819M1015,DESIGN CAPITAL LTD,"Consumer, Cyclical",DESIGN CAPITAL LTD,1545,1545,,,
,,,,,,US2505651081,DESIGNER BRANDS INC-CLASS A,"Consumer, Cyclical",DESIGNER BRANDS INC-CLASS A,DBI,DBI,,,
,,,,,,US25065D1000,DESTINATION MATERNITY CORP,"Consumer, Cyclical",DESTINATION MATERNITY CORP,NOINFO,DESTQ,,,
,,,,,,GB00BDHSP575,DESTINY PHARMA PLC,"Consumer, Non-cyclical",DESTINY PHARMA PLC,ASQ1,DEST,United Kingdom,LSE,GBP
,,,,,,CA2506691088,DETOUR GOLD CORP,Basic Materials,DETOUR GOLD CORP,DGC,DGC,,,
,,,,,,US2510551094,DETROIT LEGAL NEWS CO,Communications,DETROIT LEGAL NEWS CO,LIMITED,DTRL,,,
,,,,,,US2514642022,DETWILER FENTON GROUP INC,Financial,DETWILER FENTON GROUP INC,NOINFO,DMCD,,,
,,,,,,DE000A2LQT08,DEUTSCHE BALATON AG,Financial,DEUTSCHE BALATON AG,XETRA,BBHK,Germany,FWB,EUR
,,,,,,DE0005140008,DEUTSCHE BANK AG-REGISTERED,Financial,DEUTSCHE BANK AG-REGISTERED,DB,DB,Mexico,NYSE,USD
,,,,,,US25158Y1029,DEUTSCHE HIGH INCOME OPPORTU,,DEUTSCHE HIGH INCOME OPPORTU,DHG,DHG,,,
,,,,,,US25155R1005,DEUTSCHE HIGH INCOME TRUST,,DEUTSCHE HIGH INCOME TRUST,KHI,KHI,,,
,,,,,,DE0008001009,DEUTSCHE POSTBANK AG,Financial,DEUTSCHE POSTBANK AG,DPB,DPB,,,
,,,,,,US25160F1093,DEUTSCHE STRATEGIC INCOME TR,,DEUTSCHE STRATEGIC INCOME TR,KST,KST,,,
,,,,,,DE0005557508,DEUTSCHE TELEKOM AG-REG,Communications,DEUTSCHE TELEKOM AG-REG,DTEN,DTEN,Mexico,MEXI,MXN
,,,,,,DE000A0HN5C6,DEUTSCHE WOHNEN SE,Financial,DEUTSCHE WOHNEN SE,XETRA,DWNI,Germany,IBIS,EUR
,,,,,,DE0006305006,DEUTZ AG,Industrial,DEUTZ AG,XETRA,DEZ,Germany,IBIS,EUR
,,,,,,GB00BH452L44,DEV CLEVER HOLDINGS PLC,Technology,DEV CLEVER HOLDINGS PLC,SSQ3,DEV,United Kingdom,LSE,GBP
,,,,,,INE060X01018,DEV INFORMATION TECHNOLOGY L,Technology,DEV INFORMATION TECHNOLOGY L,DEVIT,DEVIT,India,NSE,INR
,,,,,,US2515961025,DEVELOPMENT CAPITAL GROUP IN,Technology,DEVELOPMENT CAPITAL GROUP IN,DLPM,DLPM,,,
,,,,,,AU000000DEV5,DEVEX RESOURCES LTD,Basic Materials,DEVEX RESOURCES LTD,DEV,DEV,Australia,ASX,AUD
,,,,,,CA2518341078,DEVONIAN HEALTH GROUP INC,"Consumer, Non-cyclical",DEVONIAN HEALTH GROUP INC,GSD,GSD,,,
,,,,,,GB0002670437,DEVRO PLC,"Consumer, Non-cyclical",DEVRO PLC,SSMM,DVO,United Kingdom,LSE,GBP
,,,,,,INE202B01012,DEWAN HOUSING FINANCE CORP,Financial,DEWAN HOUSING FINANCE CORP,DHFL,DHFL,,,
,,,,,,US2520631027,DEWEY ELECTRONICS CORP,Industrial,DEWEY ELECTRONICS CORP,NOINFO,DEWY,,,
,,,,,,US25211R1023,DEWMAR INTERNATIONAL BMC INC,"Consumer, Non-cyclical",DEWMAR INTERNATIONAL BMC INC,NOINFO,DEWM,,,
,,,,,,BE0974290224,DEXIA SA,Financial,DEXIA SA,DEXB,DEXB,,,
,,,,,,KYG2751H1020,DEXIN CHINA HOLDINGS CO LTD,Financial,DEXIN CHINA HOLDINGS CO LTD,2019,2019,,,
,,,,,,INE456C01020,DFM FOODS LTD,"Consumer, Non-cyclical",DFM FOODS LTD,DFMFOODS,DFMFOODS,India,NSE,INR
,,,,,,CA23290R1010,DH CORP,Technology,DH CORP,DH,DH,,,
,,,,,,INE041A01016,DHAMPUR SUGAR MILLS LTD,"Consumer, Non-cyclical",DHAMPUR SUGAR MILLS LTD,DHAMPURSU,DHAMPURSU,India,NSE,INR
,,,,,,INE680A01011,DHANLAXMI BANK LTD,Financial,DHANLAXMI BANK LTD,DHANBANK,DHANBANK,India,NSE,INR
,,,,,,INE435G01025,DHANUKA AGRITECH LTD,Basic Materials,DHANUKA AGRITECH LTD,DHANUKA,DHANUKA,India,NSE,INR
,,,,,,INE704V01015,DHANUKA REALTY LTD,Financial,DHANUKA REALTY LTD,DRL,DRL,,,
,,,,,,INE320L01011,DHUNSERI INVESTMENTS LTD,Financial,DHUNSERI INVESTMENTS LTD,DHUNINV,DHUNINV,India,NSE,INR
,,,,,,INE477B01010,DHUNSERI VENTURES LTD,Financial,DHUNSERI VENTURES LTD,DVL,DVL,India,NSE,INR
,,,,,,US25243Q2057,DIAGEO PLC-SPONSORED ADR,"Consumer, Non-cyclical",DIAGEO PLC-SPONSORED ADR,DEON,DEON,,,
,,,,,,GB0033057794,DIALIGHT PLC,Industrial,DIALIGHT PLC,SET3,DIA,United Kingdom,LSE,GBP
,,,,,,US25250M2044,DIALOG GROUP INC,Technology,DIALOG GROUP INC,DLGO,DLGO,,,
,,,,,,GB0059822006,DIALOG SEMICONDUCTOR PLC,Technology,DIALOG SEMICONDUCTOR PLC,DLG,DLG,,,
,,,,,,CA2525312070,DIAMCOR MINING INC,Basic Materials,DIAMCOR MINING INC,INTPRIMQX,DMIFF,,,
,,,,,,CA25253X2077,DIAMEDICA THERAPEUTICS INC,"Consumer, Non-cyclical",DIAMEDICA THERAPEUTICS INC,SCM,DMAC,,,
,,,,,,US25264R2076,DIAMOND HILL INVESTMENT GRP,Financial,DIAMOND HILL INVESTMENT GRP,NMS,DHIL,,,
,,,,,,INE989C01012,DIAMOND POWER INFRA LIMITED,Industrial,DIAMOND POWER INFRA LIMITED,DIAPOWER,DIAPOWER,,,
,,,,,,US25272T1043,DIAMOND RESORTS INTERNATIONA,"Consumer, Cyclical",DIAMOND RESORTS INTERNATIONA,DRII,DRII,,,
,,,,,,MHY206761055,DIAMOND S SHIPPING INC,Industrial,DIAMOND S SHIPPING INC,DSSI,DSSI,,,
,,,,,,US25278S1006,DIAMONDHEAD CASINO CORP,"Consumer, Cyclical",DIAMONDHEAD CASINO CORP,CURRENT,DHCC,,,
,,,,,,CA76124T1075,DIANOR RESOURCES INC,Basic Materials,DIANOR RESOURCES INC,DOR,DOR,,,
,,,,,,US25367R2031,DIEGO PELLICER WORLDWIDE INC,"Consumer, Non-cyclical",DIEGO PELLICER WORLDWIDE INC,CURRENT,DPWW,,,
,,,,,,DE0005580005,DIERIG HOLDING AG,"Consumer, Cyclical",DIERIG HOLDING AG,XETRA,DIE1,Germany,IBIS,EUR
,,,,,,US2537484048,DIFFUSION PHARMACEUTICALS IN,"Consumer, Non-cyclical",DIFFUSION PHARMACEUTICALS IN,SCM,DFFN,,,
,,,,,,US25375L2060,DIGERATI TECHNOLOGIES INC,Communications,DIGERATI TECHNOLOGIES INC,CURRENT,DTGI,,,
,,,,,,US25381B1017,DIGIMARC CORP,Technology,DIGIMARC CORP,NMS,DMRC,,,
,,,,,,US2538252022,DIGIPATH INC,"Consumer, Non-cyclical",DIGIPATH INC,DIGP,DIGP,,,
,,,,,,CNE000000DQ6,DIGITAL CHINA GROUP CO LTD-A,"Consumer, Cyclical",DIGITAL CHINA GROUP CO LTD-A,000034,000034,China,SEHKSZSE,CNH
,,,,,,US2538352012,DIGITAL COMMUNICATIONS TECH,"Consumer, Cyclical",DIGITAL COMMUNICATIONS TECH,DGCT,DGCT,,,
,,,,,,US25400A1007,DIGITAL DEVELOPMENT GROUP CO,Communications,DIGITAL DEVELOPMENT GROUP CO,DIDG,DIDG,,,
,,,,,,BMG2870A1036,DIGITAL GLOBE SERVICES LTD,"Consumer, Non-cyclical",DIGITAL GLOBE SERVICES LTD,DGS,DGS,,,
,,,,,,US25389M8771,DIGITALGLOBE INC,Communications,DIGITALGLOBE INC,DGI,DGI,,,
,,,,,,US25400E1029,DIGITALTOWN INC,Technology,DIGITALTOWN INC,LIMITED,DGTW,,,
,,,,,,INE016M01021,DILIGENT MEDIA CORP LTD,Communications,DILIGENT MEDIA CORP LTD,DNAMEDIA,DNAMEDIA,India,NSE,INR
,,,,,,INE917M01012,DILIP BUILDCON LTD,Industrial,DILIP BUILDCON LTD,DBL,DBL,India,NSE,INR
,,,,,,US2540671011,DILLARDS INC-CL A,"Consumer, Cyclical",DILLARDS INC-CL A,DDS,DDS,,,
,,,,,,GB00B13QQB40,DILLISTONE GROUP PLC,Technology,DILLISTONE GROUP PLC,ASQ1,DSG,United Kingdom,LSE,GBP
,,,,,,US25432W1045,DIMECO INC,Financial,DIMECO INC,PREMQX,DIMC,,,
,,,,,,AU000000DXB7,DIMERIX LTD,"Consumer, Non-cyclical",DIMERIX LTD,DXB,DXB,Australia,ASX,AUD
,,,,,,US2544231069,DINE BRANDS GLOBAL INC,"Consumer, Cyclical",DINE BRANDS GLOBAL INC,DIN,DIN,,,
,,,,,,US2545431015,DIODES INC,Technology,DIODES INC,NMS,DIOD,,,
,,,,,,CA25455C1005,DIONYMED BRANDS INC,"Consumer, Non-cyclical",DIONYMED BRANDS INC,DYME,DYME,,,
,,,,,,CA25455U1003,DIOS EXPLORATION INC,Basic Materials,DIOS EXPLORATION INC,DOS,DOS,,,
,,,,,,US25456K1016,DIPLOMAT PHARMACY INC,"Consumer, Non-cyclical",DIPLOMAT PHARMACY INC,DPLO,DPLO,,,
,,,,,,GB00BSM98843,DIRECTA PLUS PLC,Industrial,DIRECTA PLUS PLC,ASQ1,DCTA,United Kingdom,LSE,GBP
,,,,,,US25460G1792,DIREXION DAILY ENERGY BEAR 2,,DIREXION DAILY ENERGY BEAR 2,ERY,ERY,,,
,,,,,,CA25490H1064,DIRTT ENVIRONMENTAL SOLUTION,Industrial,DIRTT ENVIRONMENTAL SOLUTION,DRT,DRT,,,
,,,,,,US25459R1032,DISABILITY ACCESS CORP,"Consumer, Non-cyclical",DISABILITY ACCESS CORP,DBYC,DBYC,,,
,,,,,,IL0006390137,DISCOUNT INVESTMENT CORP-REG,Financial,DISCOUNT INVESTMENT CORP-REG,DISI,DISI,Israel,TASE,ILS
,,,,,,GB0000055888,DISCOVERIE GROUP PLC,Industrial,DISCOVERIE GROUP PLC,STMM,DSCV,United Kingdom,LSE,GBP
,,,,,,US25470P1021,DISCOVERY ENERGY CORP,Energy,DISCOVERY ENERGY CORP,LIMITED,DENR,,,
,,,,,,US25470F1049,DISCOVERY INC,Communications,DISCOVERY INC - A,DISCA,DISCA,,,
,,,,,,AU000000DML9,DISCOVERY METALS LTD,Basic Materials,DISCOVERY METALS LTD,DML,DML,,,
,,,,,,US25470V1098,DISCOVERY MINERALS LTD,Basic Materials,DISCOVERY MINERALS LTD,LIMITED,DSCR,,,
,,,,,,INE385W01011,DISHMAN CARBOGEN AMCIS LIMITED,"Consumer, Non-cyclical",DISHMAN CARBOGEN AMCIS LIMITED,DCAL,DCAL,India,NSE,INR
,,,,,,US26922A3216,DISTILLATE US FUNDAMENTAL ST,,DISTILLATE US FUNDAMENTAL ST,DSTL,DSTL,,,
,,,,,,SE0003883800,DISTIT AB,Industrial,DISTIT AB,DIST,DIST,Sweden,SFB,SEK
,,,,,,ES0126775032,DISTRIBUIDORA INTERNACIONAL,"Consumer, Non-cyclical",DISTRIBUIDORA INTERNACIONAL,DIDAN,DIDAN,Mexico,MEXI,MXN
,,,,,,GB00BJ7HMR72,DISTRIBUTION FINANCE CAPITAL,Financial,DISTRIBUTION FINANCE CAPITAL,ASQ1,DFCH,United Kingdom,LSE,GBP
,,,,,,CA25484L2049,DISTRICT COPPER CORP,Basic Materials,DISTRICT COPPER CORP,DCOP,DCOP,,,
,,,,,,GB00BDB6Q760,DIURNAL GROUP PLC,"Consumer, Non-cyclical",DIURNAL GROUP PLC,ASQ1,DNL,United Kingdom,LSE,GBP
,,,,,,CA2550512032,DIVERGENT ENERGY SERVICES CO,Energy,DIVERGENT ENERGY SERVICES CO,DVG,DVG,,,
,,,,,,GB00B65TLW28,DIVERSE INCOME TRUST PLC/THE,,DIVERSE INCOME TRUST PLC/THE,SSMM,DIVI,United Kingdom,LSE,GBP
,,,,,,CA25537W1086,DIVIDEND 15 SPLIT CORP II-A,,DIVIDEND 15 SPLIT CORP II-A,DF,DF,,,
,,,,,,CA25537Y1043,DIVIDEND GROWTH SPLIT CORP-A,,DIVIDEND GROWTH SPLIT CORP-A,DGS,DGS,,,
,,,,,,US2555191004,DIXIE GROUP INC,"Consumer, Cyclical",DIXIE GROUP INC,NMS,DXYN,,,
,,,,,,US2555311057,DIXIE LEE INTERNATIONAL INDU,"Consumer, Cyclical",DIXIE LEE INTERNATIONAL INDU,DLII,DLII,,,
,,,,,,INE935N01020,DIXON TECHNOLOGIES INDIA LTD,"Consumer, Cyclical",DIXON TECHNOLOGIES INDIA LTD,DIXON,DIXON,India,NSE,INR
,,,,,,VGG7982P1045,DJSP ENTERPRISES INC,Technology,DJSP ENTERPRISES INC,DJSP,DJSP,,,
,,,,,,CH0126673539,DKSH HOLDING AG,Communications,DKSH HOLDING AG,XETRA,DS5,Germany,FWB,EUR
,,,,,,INE271C01023,DLF LIMITED,Financial,DLF LIMITED,DLF,DLF,India,NSE,INR
,,,,,,JP3924800000,DMG MORI CO LTD,Industrial,DMG MORI CO LTD,6141,6141,Japan,TSEJ,JPY
,,,,,,CA23327V2084,DNI METALS INC,Basic Materials,DNI METALS INC,DNI,DNI,,,
,,,,,,NO0003921009,DNO ASA,Energy,DNO ASA,DNO,DNO,Norway,OSE,NOK
,,,,,,US23325P1049,DNP SELECT INCOME FUND INC,,DNP SELECT INCOME FUND INC,DNP,DNP,,,
,,,,,,DE000A1A6WE6,DOCCHECK AG,Communications,DOCCHECK AG,XETRA,AJ91,Germany,IBIS,EUR
,,,,,,FR0000065260,DOCKS DES PETROLES D'AMBES,"Consumer, Cyclical",DOCKS DES PETROLES D'AMBES,DPAM,DPAM,France,SBF,EUR
,,,,,,VGG2788T1030,DOGNESS INTERNATIONAL CORP-A,"Consumer, Cyclical",DOGNESS INTERNATIONAL CORP-A,NMS,DOGZ,,,
,,,,,,US25659T1079,DOLBY LABORATORIES INC-CL A,"Consumer, Cyclical",DOLBY LABORATORIES INC-CL A,DLB,DLB,,,
,,,,,,US2566771059,DOLLAR GENERAL CORP,"Consumer, Cyclical",DOLLAR GENERAL CORP,DG,DG,,,
,,,,,,INE325C01035,DOLLAR INDUSTRIES LTD,"Consumer, Cyclical",DOLLAR INDUSTRIES LTD,DOLLAR,DOLLAR,India,NSE,INR
,,,,,,CA2568272058,DOLLY VARDEN SILVER LTD,Basic Materials,DOLLY VARDEN SILVER LTD,DV,DV,,,
,,,,,,VGG2803G1028,DOLPHIN CAPITAL INVESTORS,Financial,DOLPHIN CAPITAL INVESTORS,ASQ1,DCI,,,
,,,,,,NO0003089005,DOLPHIN DRILLING ASA,Energy,DOLPHIN DRILLING ASA,FOH,FOH,,,
,,,,,,NO0003089005,DOLPHIN DRILLING ASA,Energy,DOLPHIN DRILLING ASA,FOH,FOH,,,
,,,,,,PLDMDVL00012,DOM DEVELOPMENT SA,"Consumer, Cyclical",DOM DEVELOPMENT SA,DOM,DOM,Poland,WSE,PLN
,,,,,,AU000000DCL0,DOMACOM LTD,Communications,DOMACOM LTD,DCL,DCL,Australia,ASX,AUD
,,,,,,US2570552024,DOMARK INTERNATIONAL INC,Diversified,DOMARK INTERNATIONAL INC,DOMK,DOMK,,,
,,,,,,US2571181096,DOMESTIC ENERGY CORP ,Energy,DOMESTIC ENERGY CORP,DMEC,DMEC,,,
,,,,,,SE0007691613,DOMETIC GROUP AB,"Consumer, Cyclical",DOMETIC GROUP AB,DOM,DOM,Sweden,SFB,SEK
,,,,,,CA2572871028,DOMINION DIAMOND CORP,Basic Materials,DOMINION DIAMOND CORP,DDC,DDC,,,
,,,,,,US25746U8696,DOMINION RES INC VA NEW 2014 SER A,Utilities,DOMINION RES INC VA NEW 2014 SER A,DCUC,DCUC,,,
,,,,,,US25754X1028,DOMINOVAS ENERGY CORP,Energy,DOMINOVAS ENERGY CORP,DNRG,DNRG,,,
,,,,,,US2575541055,DOMO INC - CLASS B,Technology,DOMO INC - CLASS B,NMS,DOMO,,,
,,,,,,US2575592033,DOMTAR CORP,Basic Materials,DOMTAR CORP,UFS,UFS,,,
,,,,,,US2576511099,DONALDSON CO INC,Industrial,DONALDSON CO INC,DCI,DCI,,,
,,,,,,INE668D01028,DONEAR INDUSTRIES LTD,"Consumer, Cyclical",DONEAR INDUSTRIES LTD,DONEAR,DONEAR,India,NSE,INR
,,,,,,CNE000000R02,DONGGUAN DEVELOPMENT HLDGS-A,"Consumer, Non-cyclical",DONGGUAN DEVELOPMENT HLDGS-A,000828,000828,China,SEHKSZSE,CNH
,,,,,,IL0010932023,DOR ALON ENERGY IN ISRAEL,"Consumer, Cyclical",DOR ALON ENERGY IN ISRAEL,DRAL,DRAL,Israel,TASE,ILS
,,,,,,AU000000DRM6,DORAY MINERALS LTD,Basic Materials,DORAY MINERALS LTD,DRM,DRM,,,
,,,,,,MHY2106R1100,DORIAN LPG LTD,Industrial,DORIAN LPG LTD,LPG,LPG,,,
,,,,,,AU000000DOR2,DORIEMUS PLC-CDI,Financial,DORIEMUS PLC-CDI,DOR,DOR,,,
,,,,,,CH0011795959,DORMAKABA HOLDING AG,Industrial,DORMAKABA HOLDING AG,XETRA,KABN,Germany,FWB,EUR
,,,,,,US0636791040,DORSEY WRIGHT MLP INDEX ETNS,,DORSEY WRIGHT MLP INDEX ETNS,BMLP,BMLP,,,
,,,,,,JP3397900006,DORYOKU CO LTD,Energy,DORYOKU CO LTD,1432,1432,Japan,TSEJ,JPY
,,,,,,US25857H1032,DOUBLE CROWN RESOURCES INC,Basic Materials,DOUBLE CROWN RESOURCES INC,DDCC,DDCC,,,
,,,,,,US2586221093,DOUBLELINE INCOME SOLUTIONS,,DOUBLELINE INCOME SOLUTIONS,DSL,DSL,,,
,,,,,,US2587111004,DOUGHERTYS PHARMACY INC,"Consumer, Cyclical",DOUGHERTYS PHARMACY INC,MYDP,MYDP,,,
,,,,,,DE0006099005,DOUGLAS HOLDING AG,"Consumer, Cyclical",DOUGLAS HOLDING AG,DOU,DOU,,,
,,,,,,US25985W1053,DOUYU INTERNATIONAL HOLD-ADR,Technology,DOUYU INTERNATIONAL HOLD-ADR,NMS,DOYU,,,
,,,,,,US2600031080,DOVER CORP,Industrial,DOVER CORP,DOV,DOV,,,
,,,,,,US2600951048,DOVER DOWNS GAMING & ENTERTA,"Consumer, Cyclical",DOVER DOWNS GAMING & ENTERTA,DDE,DDE,,,
,,,,,,GB00BFRSVQ41,DOWNING ONE VCT PLC,,DOWNING ONE VCT PLC,SSQ3,DDV1,United Kingdom,LSE,GBP
,,,,,,INE600L01024,DR LAL PATHLABS LTD,"Consumer, Non-cyclical",DR LAL PATHLABS LTD,LALPATHLA,LALPATHLA,India,NSE,INR
,,,,,,US2561352038,DR REDDY'S LABORATORIES-ADR,"Consumer, Non-cyclical",DR REDDY'S LABORATORIES-ADR,RDY,RDY,,,
,,,,,,DE0005550636,DRAEGERWERK AG - PREF,"Consumer, Non-cyclical",DRAEGERWERK AG - PREF,XETRA,DRW3,,,
,,,,,,US26144J1007,DRAGON CAPITAL GROUP CORP,Financial,DRAGON CAPITAL GROUP CORP,LIMITED,DRGV,,,
,,,,,,SG2C50963991,DRAGON GROUP INTERNATIONAL L,Industrial,DRAGON GROUP INTERNATIONAL L,MT1,MT1,Singapore,SGX,SGD
,,,,,,DE000A1CTDS8,DRAGON HOLDINGS AG,Financial,DRAGON HOLDINGS AG,DRA,DRA,,,
,,,,,,US26144E1010,DRAGON INTERNATIONAL GROUP C,Basic Materials,DRAGON INTERNATIONAL GROUP C,DRGG,DRGG,,,
,,,,,,AU000000DRA1,DRAGON MINING LTD,Basic Materials,DRAGON MINING LTD,1712,1712,,,
,,,,,,KYG2831B1095,DRAGON RISE GROUP HOLDINGS L,Industrial,DRAGON RISE GROUP HOLDINGS L,6829,6829,,,
,,,,,,AU000000DTS9,DRAGONTAIL SYSTEMS LTD,Technology,DRAGONTAIL SYSTEMS LTD,DTS,DTS,,,
,,,,,,US26146L1035,DRAPER OAKWOOD TECHNOLOGY-A,Diversified,DRAPER OAKWOOD TECHNOLOGY-A,DOTA,DOTA,,,
,,,,,,GB00B1VNSX38,DRAX GROUP PLC,Utilities,DRAX GROUP PLC,STMM,DRX,United Kingdom,LSE,GBP
,,,,,,US26152H3012,DRDGOLD LTD-SPONSORED ADR,Basic Materials,DRDGOLD LTD-SPONSORED ADR,DRD,DRD,,,
,,,,,,HK1126010854,DREAM INTERNATIONAL LTD,"Consumer, Cyclical",DREAM INTERNATIONAL LTD,1126,1126,Hong Kong,SEHK,HKD
,,,,,,AU000000DN83,DREAMSCAPE NETWORKS LTD,Communications,DREAMSCAPE NETWORKS LTD,DN8,DN8,,,
,,,,,,US26153C1036,DREAMWORKS ANIMATION SKG-A,"Consumer, Cyclical",DREAMWORKS ANIMATION SKG-A,DWA,DWA,,,
,,,,,,US2616081038,DRESSER-RAND GROUP INC,Energy,DRESSER-RAND GROUP INC,DRC,DRC,,,
,,,,,,US26205U3095,DRINKS AMERICAS HOLDINGS LTD,"Consumer, Cyclical",DRINKS AMERICAS HOLDINGS LTD,NOINFO,DKAM,,,
,,,,,,US26209D1054,DRIVEN DELIVERIES INC,"Consumer, Non-cyclical",DRIVEN DELIVERIES INC,DRVD,DRVD,,,
,,,,,,US26211L1035,DRONE GUARDER INC,Industrial,DRONE GUARDER INC,CURRENT,DRNG,,,
,,,,,,US26210M1027,DRONE SERVICES USA INC,Industrial,DRONE SERVICES USA INC,LIMITED,DSUS,,,
,,,,,,US26210C1045,DROPBOX INC-CLASS A,Technology,DROPBOX INC-CLASS A,NMS,DBX,,,
