Code-EOD,Country-EOD,Currency-EOD,Exchange-EOD,ISIN,Name-EOD,Type-EOD,previousClose-EOD,previousCloseDate-EOD,country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,Name_197,industry-IB,longName-IB,marketName-IB,Symbol-IB,Country-IB,Exchange-IB,Currency-IB
,,,,GB00B5BT0K07,,,,,united states,Aon,Aon PLC,USD,AON,equity,AON PLC,,,,,,,
,,,,CA03765K1049,,,,,canada,Aphria,Aphria Inc,CAD,APHA,equity,APHRIA INC,"Consumer, Non-cyclical",APHRIA INC,APHA,APHA,,,
,,,,EGS30031C016,,,,,egypt,Arabian Food Industries Co,Arabian Food Industries Co,EGP,DOMT,equity,ARABIAN FOOD INDUSTRIES COMP,"Consumer, Non-cyclical",ARABIAN FOOD INDUSTRIES COMP,IOBU,DOMT,,,
,,,,NL0006311706,,,,,netherlands,Arcona Property,Arcona Property Fund NV,EUR,ARCPF,equity,ARCONA PROPERTY FUND NV,,ARCONA PROPERTY FUND NV,ARCPF,ARCPF,Netherlands,AEB,EUR
,,,,US03965L1008,,,,,mexico,Arconic Inc,Arconic Inc,MXN,ARNC,equity,ARCONIC INC,,,,,,,
,,,,ARBCOM460135,,,,,argentina,Arcos Dorados,Arcos Dorados Holdings Inc,ARS,ARCO,equity,ARCOS DORADOS HOLDINGS INC-A,"Consumer, Cyclical",ARCOS DORADOS HOLDINGS INC-A,ARCO,ARCO,,,
,,,,US0400476075,,,,,united states,Arena Pharma,Arena Pharmaceuticals Inc,USD,ARNA,equity,ARENA PHARMACEUTICALS INC,"Consumer, Non-cyclical",ARENA PHARMACEUTICALS INC,ARNA,ARNA,,,
,,,,AU000000AHK7,,,,,australia,Ark Mines Ltd,Ark Mines Ltd,AUD,AHK,equity,ARK MINES LTD,Basic Materials,ARK MINES LTD,AHK,AHK,Australia,ASX,AUD
,,,,IL0003100117,,,,,israel,Arko Holdings,Arko Holdings Ltd,ILS,ARKO,equity,ARKO HOLDINGS LTD,,ARKO HOLDINGS LTD,,ARKO,Israel,TASE,ILS
,,,,US04269E1073,,,,,united states,ArQule,ArQule Inc,USD,ARQL,equity,ARQULE INC,"Consumer, Non-cyclical",ARQULE INC,ARQL,ARQL,,,
,,,,JP3126170004,,,,,japan,Arte Salon,Arte Salon Holdings Inc,JPY,2406,equity,ARTE SALON HOLDINGS INC,,ARTE SALON HOLDINGS INC,,2406,Japan,TSEJ,JPY
,,,,US0436321089,,,,,united states,Ascent Capital Group,Ascent Capital Group Inc,USD,ASCMA,equity,ASCENT CAPITAL GROUP INC-A,"Consumer, Non-cyclical",ASCENT CAPITAL GROUP INC-A,ASCMA,ASCMA,,,
,,,,US0441031095,,,,,united states,Ashford Hospitality,Ashford Hospitality Trust Inc,USD,AHT,equity,ASHFORD HOSPITALITY TRUST,Financial,ASHFORD HOSPITALITY TRUST,AHT,AHT,,,
,,,,GB0000533728,,,,,united kingdom,Laura Ashley,Laura Ashley Holdings PLC,GBP,ALY,equity,ASHLEY (LAURA) HOLDINGS PLC,,,,,,,
,,,,IL0002510175,,,,,israel,Ashtrom Properties,Ashtrom Properties Ltd,ILS,ASPR,equity,ASHTROM PROPERTIES LTD,,ASHTROM PROPERTIES LTD,,ASPR,Israel,TASE,ILS
,,,,JP3541200006,,,,,japan,ASKA Pharmaceutical,ASKA Pharmaceutical Co Ltd,JPY,4514,equity,ASKA PHARMACEUTICAL CO LTD,,ASKA PHARMACEUTICAL CO LTD,,4514,Japan,TSEJ,JPY
,,,,US0462201098,,,,,united states,Asta Funding,Asta Funding Inc,USD,ASFI,equity,ASTA FUNDING INC,Financial,ASTA FUNDING INC,ASFI,ASFI,,,
,,,,JP3303400000,,,,,japan,Asunaro Aoki Construction Co,Asunaro Aoki Construction Co,JPY,1865,equity,ASUNARO AOKI CONSTRUCTION,Industrial,ASUNARO AOKI CONSTRUCTION,1865,1865,,,
,,,,VGG0602B1004,,,,,united states,ATIF Holdings,ATIF Holdings Ltd,USD,ATIF,equity,ATIF HOLDINGS LTD,Financial,ATIF HOLDINGS LTD,SCM,ATIF,,,
,,,,US0482692037,,,,,united states,Atlantic Capital Bancshares Inc,Atlantic Capital Bancshares Inc,USD,ACBI,equity,ATLANTIC CAPITAL BANCSHARES,Financial,ATLANTIC CAPITAL BANCSHARES,ACBI,ACBI,,,
,,,,KYG062071157,,,,,united states,Atlas Financials,Atlas Financial Holdings Inc,USD,AFH,equity,ATLAS FINANCIAL HOLDINGS INC,,,,,,,
,,,,CA0496AP1036,,,,,canada,Aton Resources,Aton Resources Inc,CAD,AAN,equity,ATON RESOURCES INC,,ATON RESOURCES INC,,AAN,Canada,VENTURE,CAD
,,,,US0498362088,,,,,united states,Attis Industries,Attis Industries Inc,USD,ATIS,equity,ATTIS INDUSTRIES INC,Industrial,ATTIS INDUSTRIES INC,ATIS,ATIS,,,
,,,,US05070R1041,,,,,united states,Audentes Therapeutics,Audentes Therapeutics Inc,USD,BOLD,equity,AUDENTES THERAPEUTICS INC,"Consumer, Non-cyclical",AUDENTES THERAPEUTICS INC,BOLD,BOLD,,,
,,,,CA05153Y1097,,,,,canada,Aura Resources,Aura Resources Inc,CAD,AUU,equity,AURA RESOURCES INC,,AURA RESOURCES INC,,AUU,Canada,VENTURE,CAD
,,,,CA05154E1025,,,,,canada,Auralite Invest,Auralite Investments Inc,CAD,AAAA,equity,AURALITE INVESTMENTS INC,,AURALITE INVESTMENTS INC,,AAAA,Canada,VENTURE,CAD
,,,,AU000000ARM2,,,,,australia,Aurora Minerals Ltd,Aurora Minerals Ltd,AUD,ARM,equity,AURORA MINERALS LTD,,AURORA MINERALS LTD,,ARM,Australia,ASX,AUD
,,,,CA05208W1086,,,,,canada,Auryn Resources,Auryn Resources Inc,CAD,AUG,equity,AURYN RESOURCES INC,,,,,,,
,,,,AU000000AMG5,,,,,australia,Ausmex Mining,Ausmex Mining Group Ltd,AUD,AMG,equity,AUSMEX MINING GROUP LTD,,AUSMEX MINING GROUP LTD,,AMG,Australia,ASX,AUD
,,,,AU000000AST5,,,,,australia,AusNet Services,AusNet Services Ltd,AUD,AST,equity,AUSNET SERVICES,Utilities,AUSNET SERVICES,AST,AST,,,
,,,,AU000000AOK3,,,,,australia,AusTex Oil Ltd,AusTex Oil Ltd,AUD,AOK,equity,AUSTEX OIL LTD,Energy,AUSTEX OIL LTD,AOK,AOK,,,
,,,,AU000000ALF9,,,,,australia,Australian Leaders Fund Ltd,Australian Leaders Fund Ltd,AUD,ALF,equity,AUSTRALIAN LEADERS FUND LTD,,AUSTRALIAN LEADERS FUND LTD,ALF,ALF,Australia,ASX,AUD
,,,,CA05329N1024,,,,,canada,Automotive Finco,Automotive Finco Corp,CAD,AFCC,equity,AUTOMOTIVE FINCO CORP,,AUTOMOTIVE FINCO CORP,,AFCC,Canada,VENTURE,CAD
,,,,AU000000AOG1,,,,,australia,Aveo Group,Aveo Group,AUD,AOG,equity,AVEO GROUP,Financial,AVEO GROUP,AOG,AOG,,,
,,,,CA05366A3029,,,,,canada,Avesoro Resources,Avesoro Resources Inc,CAD,ASO,equity,AVESORO RESOURCES INC,Basic Materials,AVESORO RESOURCES INC,ASO,ASO,,,
,,,,US0543031027,,,,,mexico,Avon Products,Avon Products Inc,MXN,AVP,equity,AVON PRODUCTS,,,,,,,
,,,,US0024441075,,,,,germany,AVX,AVX Corp,EUR,AVX,equity,AVX CORP,Technology,AVX CORP,AVX,AVX,,,
,,,,BMG0750W2037,,,,,united states,Axovant Gene,Axovant Gene Therapies Ltd,USD,AXGT,equity,AXOVANT GENE THERAPIES LTD,,,,,,,
,,,,AU000000AZM5,,,,,australia,Azumah Resources,Azumah Resources Ltd,AUD,AZM,equity,AZUMAH RESOURCES LTD,Basic Materials,AZUMAH RESOURCES LTD,AZM,AZM,,,
,,,,AU000000AZV6,,,,,australia,Azure Healthcare Ltd,Azure Healthcare Ltd,AUD,AZV,equity,AZURE HEALTHCARE LTD,,AZURE HEALTHCARE LTD,,AZV,Australia,ASX,AUD
,,,,US05971J1025,,,,,united states,Bancorpsouth Bank,Bancorpsouth Bank,USD,BXS,equity,BANCORPSOUTH BANK,,,,,,,
,,,,ARDEUT112851,,,,,argentina,Bank of America DRC,Bank of America Corp DRC,ARS,BAC,equity,BANK OF AMERICA CORP,Financial,BANK OF AMERICA CORP,BAC,BAC,,,
,,,,GB0000767003,,,,,united kingdom,Bankers,Bankers Investment Trust,GBP,BNKR,equity,BANKERS INVESTMENT TRUST,,BANKERS INVESTMENT TRUST,STMM,BNKR,United Kingdom,LSE,GBP
,,,,BE0003790079,,,,,belgium,Barco,Barco NV,EUR,BAR,equity,BARCO N.V.,Industrial,BARCO N.V.,BAR,BAR,Belgium,ENEXT.BE,EUR
,,,,CA0673964080,,,,,canada,Bard Ventures,Bard Ventures Ltd,CAD,CBS,equity,BARD VENTURES LTD,,BARD VENTURES LTD,,CBS,Canada,VENTURE,CAD
,,,,CA0676421088,,,,,canada,Barkerville Gold Mines,Barkerville Gold Mines Ltd,CAD,BGM,equity,BARKERVILLE GOLD MINES LTD,Basic Materials,BARKERVILLE GOLD MINES LTD,BGM,BGM,,,
,,,,AU000000BSM8,,,,,australia,Bass Metals Ltd,Bass Metals Ltd,AUD,BSM,equity,BASS METALS LTD,,BASS METALS LTD,,BSM,Australia,ASX,AUD
,,,,AU000000BSR7,,,,,australia,Bassari Resources Ltd,Bassari Resources Ltd,AUD,BSR,equity,BASSARI RESOURCES LTD,,BASSARI RESOURCES LTD,,BSR,Australia,ASX,AUD
,,,,KYG1089Y1180,,,,,hong kong,BBI Life Sciences,BBI Life Sciences Corp,HKD,1035,equity,BBI LIFE SCIENCES CORP,"Consumer, Non-cyclical",BBI LIFE SCIENCES CORP,1035,1035,Hong Kong,VALUE,HKD
,,,,AU000000BAL8,,,,,australia,Bellamys Australia Ltd,Bellamys Australia Ltd,AUD,BAL,equity,BELLAMY'S AUSTRALIA LTD,"Consumer, Non-cyclical",BELLAMY'S AUSTRALIA LTD,BAL,BAL,,,
,,,,CA0783147055,,,,,canada,Bellatrix Exploration,Bellatrix Exploration Ltd,CAD,BXE,equity,BELLATRIX EXPLORATION LTD,Energy,BELLATRIX EXPLORATION LTD,BXE,BXE,,,
,,,,CA08650L1094,,,,,canada,Bessor Minerals,Bessor Minerals Inc,CAD,BST,equity,BESSOR MINERALS INC,,BESSOR MINERALS INC,,BST,Canada,VENTURE,CAD
,,,,KYG1116Y1492,,,,,hong kong,Bingo,Bingo Group Holdings Ltd,HKD,8220,equity,BINGO GROUP HOLDINGS LTD,,BINGO GROUP HOLDINGS LTD,,8220,Hong Kong,SEHK,HKD
,,,,AU000000BIN7,,,,,australia,Bingo Industries,Bingo Industries Ltd,AUD,BIN,equity,BINGO INDUSTRIES LTD,Industrial,BINGO INDUSTRIES LTD,BIN,BIN,Australia,ASX,AUD
,,,,US09060C3097,,,,,united states,BIO-Key,BIO-Key International Inc,USD,BKYI,equity,BIO-KEY INTERNATIONAL INC,Industrial,BIO-KEY INTERNATIONAL INC,SCM,BKYI,,,
,,,,US09058M1036,,,,,united states,Bioanalytical Systems,Bioanalytical Systems Inc,USD,BASI,equity,BIOANALYTICAL SYSTEMS INC,,,,,,,
,,,,US09072V4023,,,,,united states,Biocept,Biocept Inc,USD,BIOC,equity,BIOCEPT INC,"Consumer, Non-cyclical",BIOCEPT INC,SCM,BIOC,,,
,,,,JP3799800002,,,,,japan,Biofermin Pharmaceutical,Biofermin Pharmaceutical Co Ltd,JPY,4517,equity,BIOFERMIN PHARMACEUTICAL CO,"Consumer, Non-cyclical",BIOFERMIN PHARMACEUTICAL CO,4517,4517,,,
,,,,US0909112072,,,,,united states,BIOLASE,BIOLASE Inc,USD,BIOL,equity,BIOLASE INC,,,,,,,
,,,,US0909311062,,,,,united states,BioSpecifics,BioSpecifics Technologies Corp,USD,BSTC,equity,BIOSPECIFICS TECHNOLOGIES,"Consumer, Non-cyclical",BIOSPECIFICS TECHNOLOGIES,BSTC,BSTC,,,
,,,,US0906721065,,,,,united states,BioTelemetry,BioTelemetry Inc,USD,BEAT,equity,BIOTELEMETRY INC,,,,,,,
,,,,CA09258M1014,,,,,canada,Blackrock Gold,Blackrock Gold Corp,CAD,BRC,equity,BLACKROCK GOLD CORP,,BLACKROCK GOLD CORP,,BRC,Canada,VENTURE,CAD
,,,,AU000000BDI8,,,,,australia,Blina Minerals NL,Blina Minerals NL,AUD,BDI,equity,BLINA MINERALS NL,,BLINA MINERALS NL,,BDI,Australia,ASX,AUD
,,,,AU000000BAF0,,,,,australia,Blue Sky Alternatives Access,Blue Sky Alternatives Access,AUD,BAF,equity,BLUE SKY ALTERNATIVES ACCESS,,BLUE SKY ALTERNATIVES ACCESS,,BAF,Australia,ASX,AUD
,,,,US05591B1098,,,,,united states,BMC Stock Hldgs,BMC Stock Holdings Inc,USD,BMCH,equity,BMC STOCK HOLDINGS INC,"Consumer, Cyclical",BMC STOCK HOLDINGS INC,BMCH,BMCH,,,
,,,,US09739C1027,,,,,united states,Boingo,Boingo Wireless Inc,USD,WIFI,equity,BOINGO WIRELESS INC,Communications,BOINGO WIRELESS INC,WIFI,WIFI,,,
,,,,US0977934001,,,,,united states,Bonanza Creek Energy,Bonanza Creek Energy Inc,USD,BCEI,equity,BONANZA CREEK ENERGY INC,,,,,,,
,,,,AU000000BBR3,,,,,australia,Bora Bora Resources Ltd,Bora Bora Resources Ltd,AUD,BBR,equity,BORA BORA RESOURCES LTD,Basic Materials,BORA BORA RESOURCES LTD,BBR,BBR,,,
,,,,BMG1466R2078,,,,,norway,Borr Drilling,Borr Drilling Ltd,NOK,BDRILL,equity,BORR DRILLING LTD,,BORR DRILLING LTD,,BDRILL,Norway,OSE,NOK
,,,,US1013881065,,,,,united states,Bottomline,Bottomline Technologies Inc,USD,EPAY,equity,BOTTOMLINE TECHNOLOGIES (DE),,,,,,,
,,,,CA10363P1045,,,,,canada,Boyuan Construction Group Inc,Boyuan Construction Group Inc,CAD,BOY,equity,BOYUAN CONSTRUCTION GROUP IN,"Consumer, Cyclical",BOYUAN CONSTRUCTION GROUP IN,BOY,BOY,,,
,,,,US1080351067,,,,,united states,Bridge Bancorp,Bridge Bancorp Inc,USD,BDGE,equity,BRIDGE BANCORP INC,,,,,,,
,,,,US1090431099,,,,,united states,Briggs&Stratton,Briggs & Stratton Corporation,USD,BGG,equity,BRIGGS & STRATTON,,,,,,,
,,,,BMG1368B1028,,,,,hong kong,Brilliance China Automotive,Brilliance China Automotive Holdings Ltd,HKD,1114,equity,BRILLIANCE CHINA AUTOMOTIVE,"Consumer, Cyclical",BRILLIANCE CHINA AUTOMOTIVE,1114,1114,,,
,,,,NZBGRE0001S4,,,,,new zealand,Briscoe,Briscoe Group Ltd,NZD,BGP,equity,BRISCOE GROUP LTD,"Consumer, Cyclical",BRISCOE GROUP LTD,BGP,BGP,Australia,ASX,AUD
,,,,ARDEUT112877,,,,,argentina,Bristol-Myers Squibb DRC,Bristol-Myers Squibb Co DRC,ARS,BMY,equity,BRISTOL-MYERS SQUIBB CO,,,,,,,
,,,,US1114127061,,,,,united states,BroadVision,BroadVision Inc,USD,BVSN,equity,BROADVISION INC,Communications,BROADVISION INC,BVSN,BVSN,,,
,,,,CA1275278853,,,,,canada,Cadillac Ventures Inc,Cadillac Ventures Inc,CAD,CDC,equity,CADILLAC VENTURES INC,,CADILLAC VENTURES INC,,CDC,Canada,VENTURE,CAD
,,,,US12477X1063,,,,,united states,Cai,Cai International Inc,USD,CAI,equity,CAI INTERNATIONAL INC,,,,,,,
,,,,GB00B74CDH82,,,,,united kingdom,Cairn,Cairn Energy PLC,GBP,CNE,equity,CAIRN ENERGY PLC,,,,,,,
,,,,CA1302642030,,,,,canada,California Gold,California Gold Mining Inc,CAD,CGM,equity,CALIFORNIA GOLD MINING INC,Basic Materials,CALIFORNIA GOLD MINING INC,CGM,CGM,Canada,PURE,CAD
,,,,US13123X1028,,,,,united states,Callon Petroleum,Callon Petroleum Company,USD,CPE,equity,CALLON PETROLEUM CO,Energy,CALLON PETROLEUM CO,CPE,CPE,,,
,,,,CA13467N1087,,,,,canada,Camrova Res,Camrova Resources Inc,CAD,CAV,equity,CAMROVA RESOURCES INC,Basic Materials,CAMROVA RESOURCES INC,CAV,CAV,Canada,VENTURE,CAD
,,,,KYG1809X1016,,,,,hong kong,Camsing Intl,Camsing International Holding Ltd,HKD,2662,equity,CAMSING INTERNATIONAL HOLDIN,,,,,,,
,,,,CA13740H1001,,,,,canada,Candente Gold Corp.,Candente Gold Corp.,CAD,CDG,equity,CANDENTE GOLD CORP,,,,,,,
,,,,US1380981084,,,,,united states,Cantel Medical,Cantel Medical Corp,USD,CMD,equity,CANTEL MEDICAL CORP,"Consumer, Non-cyclical",CANTEL MEDICAL CORP,CMD,CMD,,,
,,,,SE0007439633,,,,,sweden,Capacent Holding AB,Capacent Holding AB,SEK,CAPAC,equity,CAPACENT HOLDING AB,,,,,,,
,,,,AU000000CFE0,,,,,australia,Cape Lambert Resources,Cape Lambert Resources Ltd,AUD,CFE,equity,CAPE LAMBERT RESOURCES LTD,Basic Materials,CAPE LAMBERT RESOURCES LTD,CFE,CFE,Australia,ASX,AUD
,,,,US14054R1068,,,,,united states,Capitala Finance Corp,Capitala Finance Corp,USD,CPTA,equity,CAPITALA FINANCE CORP,,,,,,,
,,,,KYG190211071,,,,,hong kong,CAR Inc,CAR Inc,HKD,0699,equity,CAR INC,,CAR INC,,0699,Hong Kong,SEHK,HKD
,,,,AU000000CRB1,,,,,australia,Carbine Resources Ltd,Carbine Resources Ltd,AUD,CRB,equity,CARBINE RESOURCES LTD,Basic Materials,CARBINE RESOURCES LTD,CRB,CRB,Australia,ASX,AUD
,,,,JP3204800001,,,,,japan,Cardinal,Cardinal Co Ltd,JPY,7855,equity,CARDINAL CO LTD,,CARDINAL CO LTD,,7855,Japan,TSEJ,JPY
,,,,GB0007365546,,,,,united kingdom,Carillion,Carillion PLC,GBP,CLLN,equity,CARILLION PLC,Industrial,CARILLION PLC,CLLN,CLLN,,VALUE,GBP
,,,,US1438731077,,,,,united states,Carolina Financial,Carolina Financial Corp,USD,CARO,equity,CAROLINA FINANCIAL CORP,Financial,CAROLINA FINANCIAL CORP,CARO,CARO,,,
,,,,US1445771033,,,,,united states,Carrizo Oil&Gas,Carrizo Oil & Gas Inc,USD,CRZO,equity,CARRIZO OIL & GAS INC,Energy,CARRIZO OIL & GAS INC,CRZO,CRZO,,,
,,,,AU000000CZI9,,,,,australia,Cassini Resources Ltd,Cassini Resources Ltd,AUD,CZI,equity,CASSINI RESOURCES LTD,Basic Materials,CASSINI RESOURCES LTD,CZI,CZI,Australia,ASX,AUD
,,,,MHY1146L1092,,,,,united states,Castor Maritime,Castor Maritime Inc,USD,CTRM,equity,CASTOR MARITIME INC,Industrial,CASTOR MARITIME INC,SCM,CTRM,,,
,,,,US12509F1075,,,,,united states,CCUR Holdings,CCUR Holdings Inc,USD,CCUR,equity,CCUR HOLDINGS INC,Technology,CCUR HOLDINGS INC,LIMITED,CCUR,,,
,,,,US1506022094,,,,,united states,Cedar Realty,Cedar Realty Trust Inc,USD,CDR,equity,CEDAR REALTY TRUST INC,Financial,CEDAR REALTY TRUST INC,CDR,CDR,,,
,,,,US1510201049,,,,,mexico,Celgene,Celgene Corp,MXN,CELG,equity,CELGENE CORP,,,,,,,
,,,,AU000000CDY3,,,,,australia,Cellmid,Cellmid Ltd,AUD,CDY,equity,CELLMID LTD,,CELLMID LTD,,CDY,Australia,ASX,AUD
,,,,FR0012633360,,,,,france,Cellnovo Group SA,Cellnovo Group SA,EUR,CLNV,equity,CELLNOVO GROUP SA,,,,,,,
,,,,US15117N5032,,,,,united states,Celsion,Celsion Corp,USD,CLSN,equity,CELSION CORP,"Consumer, Non-cyclical",CELSION CORP,SCM,CLSN,,,
,,,,US15346Q4001,,,,,united states,Central Federal,Central Federal Corp,USD,CFBK,equity,CENTRAL FEDERAL CORP,,,,,,,
,,,,US1567001060,,,,,united states,CenturyLink,CenturyLink Inc,USD,CTL,equity,CENTURYLINK INC,,,,,,,
,,,,CA15671G5068,,,,,canada,Cequence Energy,Cequence Energy Ltd,CAD,CQE,equity,CEQUENCE ENERGY LTD,Energy,CEQUENCE ENERGY LTD,CQE,CQE,Canada,TSE,CAD
,,,,US1567324066,,,,,united states,Cereplast Inc,Cereplast Inc,USD,CERPQ,equity,CEREPLAST INC,,,,,,,
,,,,US1567821046,,,,,united states,Cerner,Cerner Corp,USD,CERN,equity,CERNER CORP,Technology,CERNER CORP,CERN,CERN,,,
,,,,CA15712L1004,,,,,canada,Cervus Equipment,Cervus Equipment Corp,CAD,CERV,equity,CERVUS EQUIPMENT CORP,"Consumer, Cyclical",CERVUS EQUIPMENT CORP,CERV,CERV,Canada,TSE,CAD
,,,,CNE000000GD7,,,,,china,Changchun Sinoenergy,Changchun Sinoenergy Corp,CNY,600856,equity,CHANGCHUN SINOENERGY CORP-A,,,,,,,
,,,,US1652401027,,,,,united states,Chesapeake Lodging,Chesapeake Lodging Trust,USD,CHSP,equity,CHESAPEAKE LODGING TRUST,Financial,CHESAPEAKE LODGING TRUST,CHSP,CHSP,,,
,,,,CA1688833047,,,,,canada,Chilean Metals,Chilean Metals Inc,CAD,CMX,equity,CHILEAN METALS INC,,CHILEAN METALS INC,,CMX,Canada,VENTURE,CAD
,,,,VGG2113X1345,,,,,united states,China Ceramics Co,China Ceramics Co Ltd,USD,CCCL,equity,CHINA CERAMICS CO LTD,,,,,,,
,,,,KYG2114R1103,,,,,hong kong,China First Capital,China First Capital Group Ltd,HKD,1269,equity,CHINA FIRST CAPITAL GROUP LT,"Consumer, Cyclical",CHINA FIRST CAPITAL GROUP LT,1269,1269,,,
,,,,CNE000000QF1,,,,,china,China Gezhouba Group,China Gezhouba Group Co Ltd,CNY,600068,equity,CHINA GEZHOUBA GROUP CO LT-A,Industrial,CHINA GEZHOUBA GROUP CO LT-A,600068,600068,,,
,,,,KYG2120E1035,,,,,hong kong,China Healthwise,China Healthwise Holdings Ltd,HKD,0348,equity,CHINA HEALTHWISE HOLDINGS LT,,,,,,,
,,,,US16948W1009,,,,,united states,China HGS RE,China HGS Real Estate Inc,USD,HGSH,equity,CHINA HGS REAL ESTATE INC,,,,,,,
,,,,KYG211231074,,,,,hong kong,China Huiyuan Juice,China Huiyuan Juice Group Ltd,HKD,1886,equity,CHINA HUIYUAN JUICE GROUP,,,,,,,
,,,,US16949A2069,,,,,united states,China Jo-Jo Drugstores,China Jo-Jo Drugstores Inc,USD,CJJD,equity,CHINA JO-JO DRUGSTORES INC,,,,,,,
,,,,CNE100001NP4,,,,,hong kong,China Machinery Engineering,China Machinery Engineering Corp,HKD,1829,equity,CHINA MACHINERY ENGINEERIN-H,Industrial,CHINA MACHINERY ENGINEERIN-H,1829,1829,,,
,,,,KYG2162K1168,,,,,hong kong,China Oil Gangran Energy,China Oil Gangran Energy Group Holdings Ltd,HKD,8132,equity,CHINA OIL GANGRAN ENERGY GRO,,,,,,,
,,,,KYG2111U1085,,,,,hong kong,China Trends Holdings,China Trends Holdings Ltd,HKD,8171,equity,CHINA TRENDS HOLDINGS LTD,,CHINA TRENDS HOLDINGS LTD,,8171,Hong Kong,SEHK,HKD
,,,,BMG2120V1054,,,,,hong kong,China Trustful,China Trustful Group Ltd,HKD,8265,equity,CHINA TRUSTFUL GROUP LTD,,CHINA TRUSTFUL GROUP LTD,,8265,Hong Kong,SEHK,HKD
,,,,KYG215AT1023,,,,,hong kong,China Zhongwang,China Zhongwang Holdings Ltd,HKD,1333,equity,CHINA ZHONGWANG HOLDINGS LTD,Basic Materials,CHINA ZHONGWANG HOLDINGS LTD,1333,1333,Hong Kong,SEHK,HKD
,,,,US16949H2013,,,,,united states,Chinanet Online,Chinanet Online Holdings Inc,USD,CNET,equity,CHINANET ONLINE HOLDINGS INC,,,,,,,
,,,,JP3527600005,,,,,japan,Chodai,Chodai Co Ltd,JPY,9624,equity,CHODAI CO LTD,Industrial,CHODAI CO LTD,9624,9624,Japan,TSEJ,JPY
,,,,HK1111036765,,,,,hong kong,Chong Hing Bank,Chong Hing Bank Ltd,HKD,1111,equity,CHONG HING BANK LTD,Financial,CHONG HING BANK LTD,1111,1111,Hong Kong,SEHK,HKD
,,,,US1717981013,,,,,united states,Cimarex Energy,Cimarex Energy Co,USD,XEC,equity,CIMAREX ENERGY CO,Energy,CIMAREX ENERGY CO,XEC,XEC,,,
,,,,AU000000CIM7,,,,,australia,Cimic Group,Cimic Group Ltd,AUD,CIM,equity,CIMIC GROUP LTD,Industrial,CIMIC GROUP LTD,CIM,CIM,Australia,ASX,AUD
,,,,US1718715022,,,,,united states,Cincinnati Bell,Cincinnati Bell Inc,USD,CBB,equity,CINCINNATI BELL INC,Communications,CINCINNATI BELL INC,CBB,CBB,,,
,,,,US1255818015,,,,,united states,CIT,CIT Group Inc,USD,CIT,equity,CIT GROUP INC,Financial,CIT GROUP INC,CIT,CIT,,,
,,,,CA1819011091,,,,,canada,Clarke Inc.,Clarke Inc.,CAD,CKI,equity,CLARKE INC,Financial,CLARKE INC,CKI,CKI,,,
,,,,AU000000CLQ2,,,,,australia,Clean TeQ,Clean TeQ Holdings Ltd,AUD,CLQ,equity,CLEAN TEQ HOLDINGS LTD,,,,,,,
,,,,US1858602022,,,,,united states,Cleveland BioLabs,Cleveland BioLabs Inc,USD,CBLI,equity,CLEVELAND BIOLABS INC,,,,,,,
,,,,AU000000CDG0,,,,,australia,Cleveland Mining Co Ltd,Cleveland Mining Co Ltd,AUD,CDG,equity,CLEVELAND MINING CO LTD,Basic Materials,CLEVELAND MINING CO LTD,CDG,CDG,,,
,,,,ES0105152005,,,,,spain,Clever Global,Clever Global SA,EUR,CLE,equity,CLEVER GLOBAL SA,Technology,CLEVER GLOBAL SA,FIXING,CLE,Spain,BM,EUR
,,,,GB00B4XS5145,,,,,united kingdom,Cloudcall Group,Cloudcall Group PLC,GBP,CALL,equity,CLOUDCALL GROUP PLC,Technology,CLOUDCALL GROUP PLC,CALL,CALL,United Kingdom,LSE,GBP
,,,,JP3297330007,,,,,japan,Cocokara Fine Inc,Cocokara Fine Inc,JPY,3098,equity,COCOKARA FINE INC,"Consumer, Cyclical",COCOKARA FINE INC,3098,3098,Japan,TSEJ,JPY
,,,,US1924791031,,,,,united states,Coherent,Coherent Inc,USD,COHR,equity,COHERENT INC,Industrial,COHERENT INC,COHR,COHR,,,
,,,,US19421R2004,,,,,united states,Collectors Universe,Collectors Universe Inc,USD,CLCT,equity,COLLECTORS UNIVERSE,"Consumer, Non-cyclical",COLLECTORS UNIVERSE,CLCT,CLCT,,,
,,,,GB00BDGJ2R22,,,,,united kingdom,Columbus Energy,Columbus Energy Resources PLC,GBP,CERP,equity,COLUMBUS ENERGY RESOURCES,Energy,COLUMBUS ENERGY RESOURCES,CERP,CERP,,,
,,,,US2039001050,,,,,united states,Communications Systems,Communications Systems Inc,USD,JCS,equity,COMMUNICATIONS SYSTEMS INC,,,,,,,
,,,,US2036121067,,,,,united states,Community Bankers,Community Bankers Trust Corp,USD,ESXB,equity,COMMUNITY BANKERS TRUST CORP,Financial,COMMUNITY BANKERS TRUST CORP,ESXB,ESXB,,,
,,,,US20369M1045,,,,,united states,Community First Bancshares,Community First Bancshares Inc,USD,CFBI,equity,COMMUNITY FIRST BANCSHARES I,,,,,,,
,,,,AU0000007320,,,,,australia,Concentrated Leaders,Concentrated Leaders Fund Ltd,AUD,CLF,equity,CONCENTRATED LEADERS FUND LT,,CONCENTRATED LEADERS FUND LT,CLF,CLF,,,
