Code,Country,Currency,Exchange,ISIN,Name,Type,previousClose,previousCloseDate
HIK,UK,GBX,LSE,GB00B0LCW083,Hikma Pharmaceuticals PLC,Common Stock,1725.0,2022-07-21
HGO,Australia,AUD,AU,AU000000HGO6,Hillgrove Resources Ltd,Common Stock,0.053,2022-07-21
1623,Hong Kong,HKD,HK,KYG4509G1055,Hilong Holding Ltd,Common Stock,0.84,2022-07-21
HILTON,India,INR,NSE,INE788H01017,Hilton Metal Forging Limited,Common Stock,43.8,2022-07-21
HSCL,India,INR,NSE,INE019C01026,Himadri Speciality Chemical Limited,Common Stock,85.2,2022-07-21
HIMATSEIDE,India,INR,NSE,INE049A01027,Himatsingka Seide Limited,Common Stock,115.6,2022-07-21
HIRECT,India,INR,NSE,INE835D01023,Hind Rectifiers Limited,Common Stock,178.75,2022-07-21
HINDALCO,India,INR,NSE,INE038A01020,Hindalco Industries Limited,Common Stock,375.95,2022-07-21
HGS,India,INR,NSE,INE170I01016,Hinduja Global Solutions Limited,Common Stock,1287.7,2022-07-21
HINDCOMPOS,India,INR,NSE,INE310C01029,Hindustan Composites Limited,Common Stock,279.25,2022-07-21
HINDCOPPER,India,INR,NSE,INE531E01026,Hindustan Copper Limited,Common Stock,95.0,2022-07-21
HMVL,India,INR,NSE,INE871K01015,Hindustan Media Ventures Limited,Common Stock,53.95,2022-07-21
HINDMOTORS,India,INR,NSE,INE253A01025,Hindustan Motors Limited,Common Stock,18.45,2022-07-21
HINDOILEXP,India,INR,NSE,INE345A01011,Hindustan Oil Exploration Company Limited,Common Stock,170.8,2022-07-21
HINDPETRO,India,INR,NSE,INE094A01015,Hindustan Petroleum Corporation Limited,Common Stock,237.6,2022-07-21
HINDUNILVR,India,INR,NSE,INE030A01027,Hindustan Unilever Limited,Common Stock,2607.45,2022-07-21
HINDZINC,India,INR,NSE,INE267A01025,Hindustan Zinc Limited,Common Stock,283.0,2022-07-21
396,Hong Kong,HKD,HK,BMG451171018,Hing Lee HK Holdings Ltd,Common Stock,0.11800000000000001,2022-07-21
8425,Hong Kong,HKD,HK,KYG459051093,Hing Ming Holdings Ltd,Common Stock,0.29,2022-07-21
8425,Japan,JPY,TSE,JP3286500008,Mizuho Leasing Co Ltd,Common Stock,3265.0,2022-07-21
7205,Japan,JPY,TSE,JP3792600003,Hino Motors Ltd.,Common Stock,754.0,2022-07-21
2136,Japan,JPY,TSE,JP3791970001,HIP Corp,Common Stock,710.0,2022-07-21
ALHYP,France,EUR,PA,FR0012821916,Hipay Group SA,Common Stock,10.04,2022-07-21
5821,Japan,JPY,TSE,JP3795080005,Hirakawa Hewtech Corp,Common Stock,1092.0,2022-07-21
2764,Japan,JPY,TSE,JP3796000002,Hiramatsu Inc,Common Stock,196.0,2022-07-21
6258,Japan,JPY,TSE,JP3795300007,Hirata Corp,Common Stock,4580.0,2022-07-21
6806,Japan,JPY,TSE,JP3799000009,Hirose Electric Co Ltd,Common Stock,18620.0,2022-07-21
9033,Japan,JPY,TSE,JP3798600007,Hiroshima Electric Railway Co Ltd,Common Stock,815.0,2022-07-21
9535,Japan,JPY,TSE,JP3796200008,Hiroshima Gas Co Ltd,Common Stock,324.0,2022-07-21
6247,Japan,JPY,TSE,JP3784200002,Hisaka Works Ltd,Common Stock,853.0,2022-07-21
4530,Japan,JPY,TSE,JP3784600003,Hisamitsu Pharmaceutical Inc,Common Stock,3600.0,2022-07-21
HSX,UK,GBX,LSE,BMG4593F1389,Hiscox Ltd,Common Stock,864.6,2022-07-21
5486,Japan,JPY,TSE,JP3786200000,Hitachi Metals Ltd,Common Stock,2039.0,2022-07-21
9086,Japan,JPY,TSE,JP3791200003,Hitachi Transport Sys Ltd,Common Stock,8660.0,2022-07-21
7004,Japan,JPY,TSE,JP3789000001,Hitachi Zosen Corp.,Common Stock,838.0,2022-07-21
HIT,Australia,AUD,AU,AU000000HIT1,Hitech Group Australia Ltd,Common Stock,1.9,2022-07-21
ALHIT,France,EUR,PA,FR0010396309,Hitechpros,Common Stock,15.8,2022-07-21
4433,Japan,JPY,TSE,JP3791990009,Hito Communications Holdings Inc,Common Stock,1680.0,2022-07-21
2638,Hong Kong,HKD,HK,HK0000179108,HK Electric Investments Ltd,Common Stock,7.0,2022-07-21
7219,Japan,JPY,TSE,JP3164450003,HKS Co Ltd,Common Stock,1895.0,2022-07-21
600398,China,CNY,SHG,CNE0000016H3,HLA GROUP CORP LTD,Common Stock,4.61,2022-07-21
HMS,Sweden,SEK,ST,SE0009997018,HMS Networks AB (publ),Common Stock,429.6,2022-07-21
603306,China,CNY,SHG,CNE100001T07,HMT(Xiamen)New Technical,Common Stock,30.75,2022-07-21
616,China,CNY,SHE,CNE0000008H0,HNA Investment Group Co Ltd,Common Stock,1.65,2022-07-21
H13,Singapore,SGD,SG,SG1H41875896,Ho Bee Land Limited,Common Stock,2.7800000000000002,2022-07-21
1382,Japan,JPY,TSE,JP3837630007,Hob Co Ltd,Common Stock,1808.0,2022-07-21
HOCN,Switzerland,CHF,SW,CH0024666528,Hochdorf Holding AG,Common Stock,37.0,2022-07-20
6745,Japan,JPY,TSE,JP3837400005,Hochiki Corp,Common Stock,1324.0,2022-07-21
HOC,UK,GBX,LSE,GB00B1FW5029,Hochschild Mining plc,Common Stock,75.65,2022-07-21
J2T,Singapore,SGD,SG,SG1Z21951640,Hock Lian Seng Holdings Limited,Common Stock,0.27,2022-07-21
4112,Japan,JPY,TSE,JP3852600000,Hodogaya Chemical Co Ltd,Common Stock,3430.0,2022-07-21
H20,Singapore,SGD,SG,SG1S47927920,Hoe Leong Corporation Ltd,Common Stock,0.002,2022-07-21
3593,Japan,JPY,TSE,JP3840800001,Hogy Medical Co Ltd,Common Stock,3535.0,2022-07-21
HOFI,Sweden,SEK,ST,SE0006887063,Hoist Finance AB,Common Stock,33.16,2022-07-21
2573,Japan,JPY,TSE,JP3847800004,Hokkaido Coca Cola Bottling Co Ltd,Common Stock,4070.0,2022-07-21
9509,Japan,JPY,TSE,JP3850200001,Hokkaido Electric Power Co Inc,Common Stock,509.0,2022-07-21
9534,Japan,JPY,TSE,JP3847000001,Hokkaido Gas Co Ltd,Common Stock,1634.0,2022-07-21
8377,Japan,JPY,TSE,JP3842400008,Hokuhoku Financial Group Inc,Common Stock,847.0,2022-07-21
9505,Japan,JPY,TSE,JP3845400005,Hokuriku Electric Power Co,Common Stock,550.0,2022-07-21
1379,Japan,JPY,TSE,JP3843250006,Hokuto Corp,Common Stock,1937.0,2022-07-21
HCT,Australia,AUD,AU,AU000000HCT4,Holista CollTech Ltd,Common Stock,0.042,2022-07-21
HOLCO,Netherlands,EUR,AS,NL0000440311,Holland Colours NV,Common Stock,154.5,2022-07-21
3678,Hong Kong,HKD,HK,CNE1000023S4,Holly Futures Co Ltd,Common Stock,1.24,2022-07-21
3678,Japan,JPY,TSE,JP3921230003,Media Do Co Ltd,Common Stock,2109.0,2022-07-21
BOWL,UK,GBX,LSE,GB00BD0NVK62,Hollywood Bowl Group PLC,Common Stock,197.0,2022-07-21
HLMS,Israel,ILA,TA,IL0011425878,Holmes Place International Ltd,Common Stock,423.9,2022-07-21
HOLX,USA,USD,US,US4364401012,Hologic Inc,Common Stock,71.89,2022-07-21
HG1,Germany,EUR,F,DE0005297204,HOMAG Group AG,Common Stock,47.0,2022-07-21
HD,USA,USD,US,US4370761029,Home Depot Inc,Common Stock,305.0,2022-07-21
HSV,UK,GBX,LSE,GB00BYYTFB60,HomeServe PLC,Common Stock,1179.0,2022-07-21
8137,Hong Kong,HKD,HK,KYG4587J1123,Honbridge Holdings Ltd,Common Stock,0.31,2022-07-21
7267,Japan,JPY,TSE,JP3854600008,Honda Motor Co Ltd,Common Stock,3523.0,2022-07-21
HONDAPOWER,India,INR,NSE,INE634A01018,Honda India Power Products Limited,Common Stock,1581.8,2022-07-21
6826,Japan,JPY,TSE,JP3854650003,Honda Tsushin Kogyo Co Ltd,Common Stock,528.0,2022-07-21
2792,Japan,JPY,TSE,JP3770080004,Honeys Co Ltd,Common Stock,1284.0,2022-07-21
HONAUT,India,INR,NSE,INE671A01010,Honeywell Automation India Limited,Common Stock,38347.6,2022-07-21
HON,USA,USD,US,US4385161066,Honeywell International Inc,Common Stock,180.03,2022-07-21
H30,Singapore,SGD,SG,SG1J14885763,Hong Fok Corporation Limited,Common Stock,0.9450000000000001,2022-07-21
1137,Hong Kong,HKD,HK,HK0000065349,Hong Kong Television Network Ltd,Common Stock,5.32,2022-07-21
H22,Singapore,SGD,SG,SG1F76860344,Hong Leong Asia Ltd,Common Stock,0.735,2022-07-21
S41,Singapore,SGD,SG,SG1M04001939,Hong Leong Finance Limited,Common Stock,2.42,2022-07-21
600885,China,CNY,SHG,CNE000000JK6,Hongfa Technology Co Ltd,Common Stock,40.7,2022-07-21
6908,Japan,JPY,TSE,JP3149800009,Iriso Electronics Co Ltd,Common Stock,3090.0,2022-07-21
2226,Japan,JPY,TSE,JP3829100001,Koikeya Inc,Common Stock,5260.0,2022-07-21
2483,Japan,JPY,TSE,JP3854900002,Honyaku Center Inc,Common Stock,1489.0,2022-07-21
3284,Japan,JPY,TSE,JP3802060008,Hoosiers Holdings,Common Stock,800.0,2022-07-21
HOPE,USA,USD,US,US43940T1097,Hope Bancorp Inc,Common Stock,14.47,2022-07-21
1765,Hong Kong,HKD,HK,KYG4600E1089,Hope Education Group Co Ltd,Common Stock,0.7000000000000001,2022-07-21
6856,Japan,JPY,TSE,JP3853000002,Horiba Ltd,Common Stock,6370.0,2022-07-21
HZN,Australia,AUD,AU,AU000000HZN8,Horizon Oil Ltd,Common Stock,0.13,2022-07-21
HRN,Australia,AUD,AU,AU000000HRN5,Horizon Gold Ltd,Common Stock,0.385,2022-07-21
HZM,UK,GBX,LSE,GB00BMXLQJ47,Horizonte Minerals,Common Stock,117.0,2022-07-21
HRL,USA,USD,US,US4404521001,Hormel Foods Corporation,Common Stock,47.28,2022-07-21
HBH,Germany,EUR,XETRA,DE0006083405,Hornbach Holding VZO O.N.,Common Stock,78.55,2022-07-21
HOR,Australia,AUD,AU,AU000000HOR3,Horseshoe Metals Ltd,Common Stock,0.028,2022-07-21
5EV,Singapore,SGD,SG,SG1Q03920366,Hosen Group Ltd,Common Stock,0.051000000000000004,2022-07-21
3287,Japan,JPY,TSE,JP3047610005,Hoshino Resorts REIT Inc,Common Stock,637000.0,2022-07-21
6465,Japan,JPY,TSE,JP3845770001,Hoshizaki Electric Co Ltd,Common Stock,3990.0,2022-07-21
6804,Japan,JPY,TSE,JP3845800006,Hosiden Corp,Common Stock,1343.0,2022-07-21
6277,Japan,JPY,TSE,JP3846000002,Hosokawa Micron Corp,Common Stock,2812.0,2022-07-21
HST,USA,USD,US,US44107P1049,Host Hotels & Resorts Inc,Common Stock,17.22,2022-07-21
HSW,UK,GBX,LSE,GB00BYYN4225,Hostelworld Group PLC,Common Stock,93.6,2022-07-21
HOTC,UK,GBX,LSE,GB00BYZC3B04,Hotel Chocolat Group PLC,Common Stock,135.0,2022-07-21
H18,Singapore,SGD,SG,SG1J41888780,Hotel Grand Central Limited,Common Stock,0.99,2022-07-20
9720,Japan,JPY,TSE,JP3852200009,Hotel Newgrand Co Ltd,Common Stock,3995.0,2022-07-20
H15,Singapore,SGD,SG,SG2P14002527,Hotel Properties Limited,Common Stock,3.52,2022-07-20
HPI,Australia,AUD,AU,AU000000HPI9,Hotel Property Investments Ltd,Common Stock,3.34,2022-07-21
H12,Singapore,SGD,SG,SG1P12002132,Hotel Royal Limited,Common Stock,2.95,2022-07-20
3196,Japan,JPY,TSE,JP3851950000,HotLand Co Ltd,Common Stock,1338.0,2022-07-21
3680,Japan,JPY,TSE,JP3852000003,Hotto Link Inc,Common Stock,456.0,2022-07-21
2810,Japan,JPY,TSE,JP3765400001,House Foods Group Inc,Common Stock,2958.0,2022-07-21
7506,Japan,JPY,TSE,JP3765300003,House of Rose Co Ltd,Common Stock,1656.0,2022-07-21
HDFC,India,INR,NSE,INE001A01036,Housing Development Finance Corporation Limited,Common Stock,2242.4,2022-07-21
HOVS,India,INR,NSE,INE596H01014,HOV Services Limited,Common Stock,53.1,2022-07-21
HOV,USA,USD,US,US4424874018,Hovnanian Enterprises Inc,Common Stock,48.01,2022-07-21
6203,Japan,JPY,TSE,JP3840600005,Howa Machinery Ltd,Common Stock,881.0,2022-07-21
HWDN,UK,GBX,LSE,GB0005576813,Howden Joinery Group Plc,Common Stock,655.6,2022-07-21
7741,Japan,JPY,TSE,JP3837800006,Hoya Cor,Common Stock,13265.0,2022-07-21
HPQ,USA,USD,US,US40434L1052,HP Inc,Common Stock,33.46,2022-07-21
HSS,UK,GBX,LSE,GB00BVFD4645,HSS Hire Group PLC,Common Stock,13.225,2022-07-21
HTMEDIA,India,INR,NSE,INE501G01024,HT Media Limited,Common Stock,21.3,2022-07-21
HT1,Australia,AUD,AU,AU000000HT18,HT&E Ltd,Common Stock,1.26,2022-07-21
1347,Hong Kong,HKD,HK,HK0000218211,Hua Hong Semiconductor Ltd,Common Stock,25.95,2022-07-21
601226,China,CNY,SHG,CNE100001W10,Huadian Heavy Industries Co,Common Stock,5.71,2022-07-21
6886,Hong Kong,HKD,HK,CNE100001YQ9,Zuoli Kechuang Micro-Fin Co,Common Stock,10.44,2022-07-21
600015,China,CNY,SHG,CNE000001FW7,Hua Xia Bank Co Ltd,Common Stock,5.1,2022-07-21
600801,China,CNY,SHG,CNE000000DC6,Huaxin Cement Co Ltd A,Common Stock,18.07,2022-07-21
600290,China,CNY,SHG,CNE0000015B8,Huayi Electric Co Ltd,Common Stock,2.45,2022-07-21
600741,China,CNY,SHG,CNE000000M15,HUAYU Automotive Systems Co Ltd,Common Stock,21.18,2022-07-21
600743,China,CNY,SHG,CNE000000M31,Hua Yuan Property Co Ltd,Common Stock,1.9,2022-07-21
883,China,CNY,SHE,CNE000000750,Hubei Energy Group Co Ltd,Common Stock,5.05,2022-07-21
422,China,CNY,SHE,CNE0000009C9,Hubei Yihua Chemical Industry Co Ltd,Common Stock,20.58,2022-07-21
HUBN,Switzerland,CHF,SW,CH0030380734,Huber+suhner AG,Common Stock,82.1,2022-07-21
HUBTOWN,India,INR,NSE,INE703H01016,Hubtown Limited,Common Stock,79.55,2022-07-21
HGL,Australia,AUD,AU,AU000000HGL2,Hudson Investment Group Ltd,Common Stock,0.32,2022-07-21
HVB,Germany,EUR,F,DE0008250002,ÜSTRA Hannoversche Verkehrsbetriebe Aktiengesellschaft,Common Stock,8.1,2022-07-21
BOSS,Germany,EUR,XETRA,DE000A1PHFF7,Hugo Boss AG,Common Stock,57.18,2022-07-21
HUH1V,Finland,EUR,HE,FI0009000459,Huhtamaki Oyj,Common Stock,37.38,2022-07-21
3003,Japan,JPY,TSE,JP3360800001,Hulic Co Ltd,Common Stock,1047.0,2022-07-21
751,China,CNY,SHE,CNE0000004X6,Huludao Zinc Industry Co Ltd,Common Stock,3.44,2022-07-21
1419,Japan,JPY,TSE,JP3470900006,Tama Home,Common Stock,2521.0,2022-07-21
2415,Japan,JPY,TSE,JP3794520001,Human Holdings Co Ltd,Common Stock,927.0,2022-07-21
HUM,USA,USD,US,US4448591028,Humana Inc,Common Stock,485.7,2022-07-21
600079,China,CNY,SHG,CNE000000QW6,Humanwell Healthcare Group Co Ltd,Common Stock,19.32,2022-07-21
600478,China,CNY,SHG,CNE000001FY3,Hunan Corun New Energy Co Ltd,Common Stock,9.08,2022-07-21
722,China,CNY,SHE,CNE0000009J4,Hunan Fazhan Industrial Co Ltd,Common Stock,16.39,2022-07-21
600975,China,CNY,SHG,CNE000001J27,Hunan New Wellful Co Ltd,Common Stock,9.05,2022-07-21
932,China,CNY,SHE,CNE000001006,Hunan Valin Steel Co Ltd,Common Stock,4.64,2022-07-21
600570,China,CNY,SHG,CNE000001GD5,Hundsun Technologies Inc,Common Stock,41.01,2022-07-21
JBHT,USA,USD,US,US4456581077,JB Hunt Transport Services Inc,Common Stock,171.89,2022-07-21
HUNT,Norway,NOK,OL,NO0010283211,Hunter Group ASA,Common Stock,3.475,2022-07-21
HBAN,USA,USD,US,US4461501045,Huntington Bancshares Incorporated,Common Stock,13.34,2022-07-21
HUR,UK,GBX,LSE,GB00B580MF54,Hurricane Energy Plc,Common Stock,7.28,2022-07-21
NS8U,Singapore,USD,SG,SG2D00968206,Hutchison Port Holdings Trust,Common Stock,0.24,2022-07-21
H19,Singapore,SGD,SG,SG1H85877246,Hwa Hong Corporation Limited,Common Stock,0.39,2022-07-21
600387,China,CNY,SHG,CNE000001GP9,HY Energy Group Co Ltd,Common Stock,6.13,2022-07-21
8386,Japan,JPY,TSE,JP3794200000,Hyakujushi Bank Ltd,Common Stock,1705.0,2022-07-21
HYDRA,Netherlands,EUR,AS,NL0009391242,Hydratec Industries NV,Common Stock,85.0,2022-07-21
HYFXF,USA,USD,US,SG1J47889782,Hyflux Ltd,Common Stock,0.0001,2022-07-21
HYP,South Africa,ZAC,JSE,ZAE000190724,Hyprop,Common Stock,3675.0,2022-07-21
IS3,Australia,AUD,AU,AU000000IS34,I Synergy Group Ltd,Common Stock,0.04,2022-07-21
1097,Hong Kong,HKD,HK,HK1097008929,I-Cable Communications Ltd,Common Stock,0.049,2022-07-21
IAG,Australia,AUD,AU,AU000000IAG3,Insurance Australia Group Ltd,Common Stock,4.27,2022-07-21
7509,Japan,JPY,TSE,JP3100630007,I.A Group Corp,Common Stock,3450.0,2022-07-20
IAALF,USA,USD,US,CA44923T8683,IBC Advanced Alloys Corp,Common Stock,0.17300000000000001,2022-07-21
4062,Japan,JPY,TSE,JP3148800000,Ibiden Co Ltd,Common Stock,4010.0,2022-07-21
IBST,UK,GBX,LSE,GB00BYXJC278,Ibstock PLC,Common Stock,181.2,2022-07-21
ICAD,France,EUR,PA,FR0000035081,Icade,Common Stock,45.0,2022-07-21
ICEMAKE,India,INR,NSE,INE520Y01019,Ice Make Refrigeration Limited,Common Stock,121.8,2022-07-21
ICCM,Israel,ILA,TA,IL0011224156,Icecure Medical,Common Stock,596.0,2022-07-21
ISFT,India,INR,NSE,INE566K01011,Intrasoft Technologies Limited,Common Stock,168.65,2022-07-21
ICGT,UK,GBX,LSE,GB0003292009,ICG Enterprise Trust PLC,Common Stock,1140.0,2022-07-21
7630,Japan,JPY,TSE,JP3142150006,Ichibanya Co Ltd,Common Stock,4775.0,2022-07-21
3463,Japan,JPY,TSE,JP3048160000,Ichigo Hotel REIT Investment Corp,Common Stock,90700.0,2022-07-21
2337,Japan,JPY,TSE,JP3120010008,Ichigo Inc,Common Stock,292.0,2022-07-21
8975,Japan,JPY,TSE,JP3046300004,Ichigo Office REIT Investment Corp,Common Stock,84400.0,2022-07-21
7244,Japan,JPY,TSE,JP3141600001,Ichikoh Industries Ltd,Common Stock,388.0,2022-07-21
8624,Japan,JPY,TSE,JP3142300007,Ichiyoshi Securities Co Ltd,Common Stock,643.0,2022-07-21
IBN,USA,USD,US,US45104G1040,Icici Bank Limited ADR,Common Stock,19.81,2022-07-21
ISEC,India,INR,NSE,INE763G01038,ICICI Securities Limited,Common Stock,466.65,2022-07-21
6820,Japan,JPY,TSE,JP3101400004,Icom Inc,Common Stock,2570.0,2022-07-21
ICN,Australia,AUD,AU,AU000000ICN5,Icon Energy Ltd,Common Stock,0.014,2022-07-21
WDC,USA,USD,US,US9581021055,Western Digital Corporation,Common Stock,50.43,2022-07-21
WDC,USA,USD,US,US9581021055,Western Digital Corporation,Common Stock,50.43,2022-07-21
ICRA,India,INR,NSE,INE725G01011,ICRA Limited,Common Stock,4090.2,2022-07-21
ICS,Australia,AUD,AU,AU000000ICS4,ICSGlobal Ltd,Common Stock,2.19,2022-07-21
IDL,France,EUR,PA,FR0010929125,ID Logistics Group SA,Common Stock,279.5,2022-07-21
IDA,Australia,AUD,AU,AU000000IDA0,Indiana Resources Ltd,Common Stock,0.055,2022-07-21
IDBI,India,INR,NSE,INE008A01015,IDBI Bank Limited,Common Stock,36.8,2022-07-21
9768,Japan,JPY,TSE,JP3380200000,Idea Consultants Inc,Common Stock,1719.0,2022-07-21
3140,Japan,JPY,TSE,JP3142450000,Bruno Inc,Common Stock,915.0,2022-07-21
IDEA,India,INR,NSE,INE669E01016,Vodafone Idea Limited,Common Stock,9.0,2022-07-21
6652,Japan,JPY,TSE,JP3138800002,IDEC Corp,Common Stock,2861.0,2022-07-21
5019,Japan,JPY,TSE,JP3142500002,Idemitsu Kosan Co Ltd,Common Stock,3275.0,2022-07-21
IDEX,Norway,NOK,OL,NO0003070609,Idex ASA,Common Stock,1.028,2022-07-21
IDFCFIRSTB,India,INR,NSE,INE092T01019,IDFC First Bank Limited,Common Stock,35.75,2022-07-21
IDFC,India,INR,NSE,INE043D01016,IDFC Limited,Common Stock,54.6,2022-07-21
IDFC,India,INR,NSE,INE043D01016,IDFC Limited,Common Stock,54.6,2022-07-21
IDIN,Israel,ILA,TA,IL0011295016,IDI Insurance Company Ltd,Common Stock,9080.0,2022-07-21
IDIA,Switzerland,CHF,SW,CH0363463438,Idorsia Ltd,Common Stock,11.98,2022-07-21
IDOX,UK,GBX,LSE,GB0002998192,IDOX plc,Common Stock,60.2,2022-07-21
IEL,Australia,AUD,AU,AU000000IEL5,IDP Education Ltd,Common Stock,26.99,2022-07-21
ALIDS,France,EUR,PA,FR0000062184,Idsud S.A,Common Stock,135.0,2022-07-20
IEC,Australia,AUD,AU,AU000000IEC4,Intra Energy Corporation,Common Stock,0.011,2022-07-21
IES,Israel,ILA,TA,IL0004310152,I.E.S Holdings Ltd,Common Stock,29420.0,2022-07-21
IEX,Netherlands,EUR,AS,NL0010556726,Iex Group NV,Common Stock,1.54,2022-07-21
IEX,India,INR,NSE,INE022Q01020,Indian Energy Exchange Limited,Common Stock,163.45,2022-07-21
IFBAGRO,India,INR,NSE,INE076C01018,IFB Agro Industries Limited,Common Stock,584.35,2022-07-21
IFBIND,India,INR,NSE,INE559A01017,IFB Industries Limited,Common Stock,952.65,2022-07-21
IFCI,India,INR,NSE,INE039A01010,IFCI Limited,Common Stock,10.0,2022-07-21
IFGLEXPOR,India,INR,NSE,INE133Y01011,IFGL Refractories Limited,Common Stock,282.8,2022-07-21
IGG,UK,GBX,LSE,GB00B06QFB75,IG Group Holdings PLC,Common Stock,783.0,2022-07-21
3791,Japan,JPY,TSE,JP3833770005,IG Port Inc,Common Stock,1791.0,2022-07-21
IGARASHI,India,INR,NSE,INE188B01013,Igarashi Motors India Limited,Common Stock,344.45,2022-07-21
IGAS,UK,GBX,LSE,GB00BZ042C28,IGas Energy PLC,Common Stock,35.25,2022-07-21
5999,Japan,JPY,TSE,JP3148400009,Ihara Science Corp,Common Stock,2173.0,2022-07-21
5225,Malaysia,MYR,KLSE,MYL5225OO007,IHH Healthcare Bhd,Common Stock,6.47,2022-07-21
7013,Japan,JPY,TSE,JP3134800006,IHI Corp.,Common Stock,3570.0,2022-07-21
3291,Japan,JPY,TSE,JP3131090007,Iida Group Holdings Co Ltd,Common Stock,2166.0,2022-07-21
9119,Japan,JPY,TSE,JP3131200002,Iino Kaiun Kaisha Ltd,Common Stock,705.0,2022-07-21
6771,Japan,JPY,TSE,JP3132000005,Ikegami Tsushinki Co Ltd,Common Stock,606.0,2022-07-21
IKE,Australia,AUD,AU,NZIKEE0001S9,Ikegps Group Ltd,Common Stock,0.7000000000000001,2022-07-21
ILX,Israel,ILA,TA,IL0010807530,Ilex Medical,Common Stock,12220.0,2022-07-21
IKA,UK,GBX,LSE,GB00B608Z994,Ilika plc,Common Stock,53.0,2022-07-21
3854,Japan,JPY,TSE,JP3105180008,I’LL Inc,Common Stock,1616.0,2022-07-21
ILTY,Italy,EUR,MI,IT0005359192,illimity Bank SpA,Common Stock,9.61,2022-07-21
ITW,USA,USD,US,US4523081093,Illinois Tool Works Inc,Common Stock,190.69,2022-07-21
ILMN,USA,USD,US,US4523271090,Illumina Inc,Common Stock,207.0,2022-07-21
ILU,Australia,AUD,AU,AU000000ILU1,Iluka Resources Ltd,Common Stock,9.78,2022-07-21
IFX,Canada,CAD,V,CA4524352099,Imaflex Inc,Common Stock,1.24,2022-07-20
IS,Sweden,SEK,ST,SE0006421871,Image Systems AB,Common Stock,1.4,2022-07-21
2667,Japan,JPY,TSE,JP3149400008,ImageOne Co Ltd,Common Stock,773.0,2022-07-21
6879,Japan,JPY,TSE,JP3802900005,Imagica Robot Holdings Inc,Common Stock,850.0,2022-07-21
IBX,Australia,AUD,AU,AU000000IBX6,Imagion Biosystems Ltd,Common Stock,0.042,2022-07-21
7266,Japan,JPY,TSE,JP3149100004,Imasen Electric Industrial Co Ltd,Common Stock,618.0,2022-07-21
1970,Hong Kong,HKD,HK,KYG476341030,IMAX China Holding Inc,Common Stock,7.12,2022-07-21
IMC,Australia,AUD,AU,AU000000IMC7,Immuron Ltd,Common Stock,0.099,2022-07-21
IMC,Poland,PLN,WAR,LU0607203980,IMC SA,Common Stock,16.2,2022-07-21
IMCO,Israel,ILA,TA,IL0002820129,IMCO Industries Ltd,Common Stock,1487.0,2022-07-21
IMD,Australia,AUD,AU,AU000000IMD5,Imdex Ltd,Common Stock,1.885,2022-07-21
IMI,UK,GBX,LSE,GB00BGLP8L22,IMI PLC,Common Stock,1292.0,2022-07-21
ALIMR,France,EUR,PA,FR0013060100,Immersion SA,Common Stock,4.6,2022-07-21
IMMU,Sweden,SEK,ST,SE0005003654,Immunicum AB (publ),Common Stock,2.175,2022-07-21
IMM,UK,GBX,LSE,GB0033711010,ImmuPharma PLC,Common Stock,5.9,2022-07-21
IMM,Australia,AUD,AU,AU000000IMM6,Immutep Ltd,Common Stock,0.325,2022-07-21
IMMNOV,Sweden,SEK,ST,SE0006091997,Immunovia publ AB,Common Stock,31.4,2022-07-21
INDLMETER,India,INR,NSE,INE065B01013,IMP Powers Limited,Common Stock,11.25,2022-07-21
6067,Japan,JPY,TSE,JP3921210005,Impact HD Inc,Common Stock,3525.0,2022-07-21
IHR,UK,GBX,LSE,GB00BYXVMJ03,Impact Healthcare REIT PLC,Common Stock,116.4,2022-07-21
IPT,Australia,AUD,AU,AU000000IPT4,Impact Minerals Ltd,Common Stock,0.007,2022-07-21
IMP,South Africa,ZAC,JSE,ZAE000083648,Impala Platinum Holdings Ltd,Common Stock,15800.0,2022-07-21
IPX,UK,GBX,LSE,GB0004905260,Impax Asset Management Group Plc,Common Stock,608.0,2022-07-21
IEM,UK,GBX,LSE,GB0031232498,Impax Environmental Markets PLC,Common Stock,446.0,2022-07-21
IPD,Australia,AUD,AU,AU000000IPD8,Impedimed Ltd,Common Stock,0.056,2022-07-21
IPEL,UK,GBX,LSE,GB00B8HWGJ55,Impellam Group Plc,Common Stock,460.0,2022-07-21
IMB,UK,GBX,LSE,GB0004544929,Imperial Brands PLC,Common Stock,1872.5,2022-07-21
IEI,Canada,CAD,V,CA4527371096,Imperial Equities Inc.,Common Stock,4.89,2022-07-21
9708,Japan,JPY,TSE,JP3542800002,Imperial Hotel Ltd,Common Stock,1809.0,2022-07-21
IPL,Australia,AUD,AU,AU000000IPL1,Incitec Pivot Ltd,Common Stock,3.44,2022-07-21
IMPEXFERRO,India,INR,NSE,INE691G01015,Impex Ferro Tech Limited,Common Stock,6.85,2022-07-21
IMPN,Switzerland,CHF,SW,CH0023868554,Implenia AG,Common Stock,23.4,2022-07-21
IHL,Australia,AUD,AU,AU000000IHL8,Incannex Healthcare Ltd,Common Stock,0.24,2022-07-21
8136,Japan,JPY,TSE,JP3343200006,Sanrio Co Ltd,Common Stock,3060.0,2022-07-21
IMU,Australia,AUD,AU,AU000000IMU9,Imugene Ltd,Common Stock,0.25,2022-07-21
2209,Japan,JPY,TSE,JP3149200002,Imuraya Group Co Ltd,Common Stock,2288.0,2022-07-21
