Code,Country,Currency,Exchange,ISIN,Name,Type,previousClose,previousCloseDate
GSN,Australia,AUD,AU,AU0000017543,Great Southern Mining Ltd,Common Stock,0.034,2022-07-21
2333,Hong Kong,HKD,HK,CNE100000338,Great Wall Motor Co Ltd,Common Stock,13.0,2022-07-21
GWMO,UK,GBX,LSE,IE00B1FR8863,Great Western Mining Corp Plc,Common Stock,0.14250000000000002,2022-07-21
600094,China,CNY,SHG,CNE000000S76,Greattown Holdings Ltd A,Common Stock,3.42,2022-07-21
GREAVESCOT,India,INR,NSE,INE224A01026,Greaves Cotton Limited,Common Stock,164.6,2022-07-21
651,China,CNY,SHE,CNE0000001D4,Gree Electric Appliances Inc of Zhuhai,Common Stock,33.95,2022-07-21
600185,China,CNY,SHG,CNE000000ZF2,Gree Real Estate Co Ltd,Common Stock,5.9,2022-07-21
GRBK,USA,USD,US,US3927091013,Green Brick Partners Inc,Common Stock,24.75,2022-07-21
2700,Japan,JPY,TSE,JP3240900005,Kitoku Shinryo Co Ltd,Common Stock,4950.0,2022-07-21
GRP,Ireland,EUR,IR,IE00BF2NR112,Greencoat Renewables PLC,Common Stock,1.18,2022-07-21
GCBC,USA,USD,US,US3943571071,Greene County Bancorp Inc,Common Stock,48.55,2022-07-21
94,Hong Kong,HKD,HK,BMG4094L1054,Greenheart Group Ltd,Common Stock,0.096,2022-07-21
GREENLAM,India,INR,NSE,INE544R01021,Greenlam Industries Limited,Common Stock,367.75,2022-07-21
600606,China,CNY,SHG,CNE000000388,Greenland Holdings Corp Ltd,Common Stock,3.48,2022-07-21
GREENPLY,India,INR,NSE,INE461C01038,Greenply Industries Limited,Common Stock,176.4,2022-07-21
JTR,Canada,CAD,V,CA39572A1030,Greenspace Brands Inc,Common Stock,0.025,2022-07-20
GRV,Australia,AUD,AU,AU000000GRV0,Greenvale Energy Ltd,Common Stock,0.16,2022-07-21
GHE,UK,GBX,LSE,GB0003887287,Gresham House PLC,Common Stock,875.0,2022-07-21
RKW,UK,GBX,LSE,GB00BYRH4982,Rockwood Realisation PLC,Common Stock,1380.0,2022-07-21
GHT,UK,GBX,LSE,GB0008808825,Gresham Computing,Common Stock,146.0,2022-07-21
GRINDWELL,India,INR,NSE,INE536A01023,Grindwell Norton Limited,Common Stock,1711.15,2022-07-21
GROBTEA,India,INR,NSE,INE646C01018,The Grob Tea Company Limited,Common Stock,829.5,2022-07-21
ALACT,France,EUR,PA,FR0014005OJ5,Acticor Biotech SAS,Common Stock,6.0,2022-07-21
GCI,Australia,AUD,AU,AU0000005209,Gryphon Capital Income Trust,Common Stock,1.99,2022-07-21
GOZ,Australia,AUD,AU,AU000000GOZ8,Growthpoint Properties Australia,Common Stock,3.68,2022-07-21
GRPLTD,India,INR,NSE,INE137I01015,GRP Limited,Common Stock,1684.95,2022-07-21
GRUMAB,Mexico,MXN,MX,MXP4948K1056,Gruma S.A.B. de C.V,Common Stock,250.02,2022-07-21
CIDMEGA,Mexico,MXN,MX,MX01CI030007,Grupe S.A.B. de C.V,Common Stock,38.0,2022-07-21
AEROMEX,Mexico,MXN,MX,MX01AE010005,Grupo Aeroméxico S.A.B. de C.V,Common Stock,196.69,2022-07-21
TMMA,Mexico,MXN,MX,MX01TM000005,Grupo TMM S.A.B,Common Stock,2.5,2022-07-21
43A,Singapore,SGD,SG,SG1CF0000001,GS Holdings Ltd,Common Stock,0.12,2022-07-21
6674,Japan,JPY,TSE,JP3385820000,GS Yuasa Corp.,Common Stock,2340.0,2022-07-21
8101,Japan,JPY,TSE,JP3276000001,GSI Creos Corp,Common Stock,1488.0,2022-07-21
41F,Singapore,SGD,SG,SG1AG6000007,GSS Energy Limited,Common Stock,0.055,2022-07-21
GTLINFRA,India,INR,NSE,INE221H01019,GTL Infrastructure Limited,Common Stock,1.4,2022-07-21
823,China,CNY,SHE,CNE000000T26,Guangdong Goworld Co Ltd,Common Stock,10.41,2022-07-21
270,Hong Kong,HKD,HK,HK0270001396,Guangdong Investment Ltd,Common Stock,7.88,2022-07-21
600382,China,CNY,SHG,CNE0000016Z5,Guangdong Mingzhu Group Co Ltd,Common Stock,4.58,2022-07-21
600256,China,CNY,SHG,CNE0000012G4,Guanghui Energy Co Ltd,Common Stock,9.62,2022-07-21
525,Hong Kong,HKD,HK,CNE100000379,Guangshen Railway Co Ltd,Common Stock,1.33,2022-07-21
528,Singapore,SGD,SG,SG1D93474618,Second Chance Properties Ltd,Common Stock,0.23500000000000001,2022-07-21
528,China,CNY,SHE,CNE000000DB8,Guangxi Liugong Machinery Co Ltd,Common Stock,6.47,2022-07-21
2238,Hong Kong,HKD,HK,CNE100000Q35,Guangzhou Automobile Group Co Ltd,Common Stock,7.68,2022-07-21
600098,China,CNY,SHG,CNE000000SB6,Guangzhou Development Group Inc,Common Stock,6.05,2022-07-21
600894,China,CNY,SHG,CNE000000JS9,Guangzhou Guangri Stock Co Ltd,Common Stock,6.68,2022-07-21
601228,China,CNY,SHG,CNE100002RF4,GZ Port,Common Stock,3.66,2022-07-21
603043,China,CNY,SHG,CNE100003FH3,Guangzhou Restaurants Group Co,Common Stock,22.88,2022-07-21
600393,China,CNY,SHG,CNE0000017S8,Guangzhou Yuetai Group Co Ltd,Common Stock,1.56,2022-07-21
GUARD,Sweden,SEK,ST,SE0009973357,Guard Therapeutics International AB,Common Stock,0.9500000000000001,2022-07-21
8308,Hong Kong,HKD,HK,KYG419791085,Gudou Holdings Ltd,Common Stock,0.131,2022-07-21
8308,Japan,JPY,TSE,JP3500610005,Resona Holdings Inc.,Common Stock,510.2,2022-07-21
GUFICBIO,India,INR,NSE,INE742B01025,Gufic Biosciences Limited,Common Stock,203.5,2022-07-21
GUI,France,EUR,PA,FR0000066722,Guillemot Corporation S.A,Common Stock,12.56,2022-07-21
603555,China,CNY,SHG,CNE100001SK4,Guirenniao Co Ltd,Common Stock,4.73,2022-07-21
600903,China,CNY,SHG,CNE100002TM6,Guizhou Gas Group Corporation Ltd Class A,Common Stock,7.93,2022-07-21
GAEL,India,INR,NSE,INE036B01030,Gujarat Ambuja Exports Limited,Common Stock,306.4,2022-07-21
GUJAPOLLO,India,INR,NSE,INE826C01016,Gujarat Apollo Industries Limited,Common Stock,197.4,2022-07-21
GUJGASLTD,India,INR,NSE,INE844O01030,Gujarat Gas Limited,Common Stock,457.75,2022-07-21
GSCLCEMENT,India,INR,NSE,INE542A01039,Gujarat Sidhee Cement Limited,Common Stock,34.2,2022-07-21
GSFC,India,INR,NSE,INE026A01025,Gujarat State Fertilizers & Chemicals Limited,Common Stock,142.75,2022-07-21
GSPL,India,INR,NSE,INE246F01010,Gujarat State Petronet Limited,Common Stock,228.75,2022-07-21
GIF,UK,USD,LSE,IM00B1Z40704,Gulf Investment Fund PLC,Common Stock,1.99,2022-07-21
GIFI,USA,USD,US,US4023071024,Gulf Island Fabrication Inc,Common Stock,3.31,2022-07-21
GKP,UK,GBX,LSE,BMG4209G2077,Gulf Keystone Petroleum Ltd,Common Stock,210.5,2022-07-21
GULFOILLUB,India,INR,NSE,INE635Q01029,Gulf Oil Lubricants India Limited,Common Stock,428.1,2022-07-21
GUL,Australia,AUD,AU,AU000000GUL5,Gullewa Ltd,Common Stock,0.059000000000000004,2022-07-21
GULPOLY,India,INR,NSE,INE255D01024,Gulshan Polyols Limited,Common Stock,275.35,2022-07-21
3903,Japan,JPY,TSE,JP3273810006,Gumi Inc,Common Stock,633.0,2022-07-21
3903,Hong Kong,HKD,HK,CNE100001S99,Hanhua Financial Hldgs Co Ltd,Common Stock,0.385,2022-07-21
4229,Japan,JPY,TSE,JP3274800006,Gun Ei Chemical Industry Co Ltd,Common Stock,2588.0,2022-07-21
3765,Japan,JPY,TSE,JP3235900002,GungHo Online Entertainment Inc,Common Stock,2548.0,2022-07-21
GUG,Canada,CAD,V,CA40281L1094,Gungnir Resources Inc,Common Stock,0.1,2022-07-20
8334,Japan,JPY,TSE,JP3276400003,The Gunma Bank Ltd,Common Stock,376.0,2022-07-21
6047,Japan,JPY,TSE,JP3273820005,Gunosy Inc,Common Stock,828.0,2022-07-21
3002,Japan,JPY,TSE,JP3275200008,Gunze Ltd,Common Stock,3855.0,2022-07-21
F17,Singapore,SGD,SG,SG1R95002270,GuocoLand Limited,Common Stock,1.6,2022-07-21
966,China,CNY,SHE,CNE0000011X1,CHN Energy Changyuan Electric Power Co Ltd,Common Stock,5.8,2022-07-21
600268,China,CNY,SHG,CNE0000010S3,Guodian Nanjing Automation Co Ltd,Common Stock,9.78,2022-07-21
1456,Hong Kong,HKD,HK,CNE100002003,Guolian Securities Co Ltd,Common Stock,4.17,2022-07-21
2329,Hong Kong,HKD,HK,KYG394071040,Guorui Properties Ltd,Common Stock,0.21,2022-07-21
2329,Japan,JPY,TSE,JP3604400006,Tohokushinsha Film Corp,Common Stock,683.0,2022-07-21
1788,Hong Kong,HKD,HK,HK0000065869,Guotai Junan International Holdings Ltd,Common Stock,0.85,2022-07-21
2611,Hong Kong,HKD,HK,CNE100002FK9,Guotai Junan Securities Co Ltd,Common Stock,9.33,2022-07-21
728,China,CNY,SHE,CNE000000QZ9,Guoyuan Securities Co Ltd,Common Stock,6.45,2022-07-21
2440,Japan,JPY,TSE,JP3274180003,Gurunavi Inc,Common Stock,372.0,2022-07-21
GYM,UK,GBX,LSE,GB00BZBX0P70,The GYM Group PLC,Common Stock,189.8,2022-07-21
8359,Japan,JPY,TSE,JP3769000005,Hachijuni Bank Ltd,Common Stock,500.0,2022-07-21
HDST,Israel,ILA,TA,IL0010954050,Hadasit Bio,Common Stock,317.0,2022-07-21
5VS,Singapore,SGD,SG,SG2F75992345,Hafary Holdings Limited,Common Stock,0.195,2022-07-21
HGG,Israel,ILA,TA,IL0008230133,Hagag Group,Common Stock,2250.0,2022-07-21
7856,Japan,JPY,TSE,JP3765500008,Hagihara Industries Inc,Common Stock,1112.0,2022-07-21
2831,Japan,JPY,TSE,JP3767600004,Hagoromo Foods Corp,Common Stock,3055.0,2022-07-21
6862,Japan,JPY,TSE,JP3905800003,Minato Holdings Inc,Common Stock,427.0,2022-07-21
600690,China,CNY,SHG,CNE000000CG9,Qingdao Haier Co Ltd,Common Stock,24.95,2022-07-21
HAIN,USA,USD,US,US4052171000,The Hain Celestial Group Inc,Common Stock,23.29,2022-07-21
HAIN,USA,USD,US,US4052171000,The Hain Celestial Group Inc,Common Stock,23.29,2022-07-21
600221,China,CNY,SHG,CNE0000011C5,Hainan Airlines Co Ltd A,Common Stock,1.43,2022-07-21
357,Hong Kong,HKD,HK,CNE1000003B2,Hainan Meilan International Airport Co Ltd,Common Stock,20.55,2022-07-21
601969,China,CNY,SHG,CNE100001VS1,Hainan Mining Co Ltd,Common Stock,8.2,2022-07-21
1882,Japan,JPY,TSE,JP3558000000,Toa Road Corp,Common Stock,5740.0,2022-07-21
6837,Hong Kong,HKD,HK,CNE1000019K9,Haitong Securities Co Ltd,Common Stock,5.23,2022-07-21
2433,Japan,JPY,TSE,JP3766550002,Hakuhodo DY Holdings Inc,Common Stock,1345.0,2022-07-21
7433,Japan,JPY,TSE,JP3766400000,Hakuto Co Ltd,Common Stock,2616.0,2022-07-21
5VJ,Singapore,SGD,SG,SG2F48989824,Halcyon Agri Corporation Limited,Common Stock,0.20500000000000002,2022-07-21
HFD,UK,GBX,LSE,GB00B012TP20,Halfords Group PLC,Common Stock,172.0,2022-07-21
HAL,USA,USD,US,US4062161017,Halliburton Company,Common Stock,28.14,2022-07-21
2742,Japan,JPY,TSE,JP3773750009,Halows Co Ltd,Common Stock,3095.0,2022-07-21
6965,Japan,JPY,TSE,JP3771800004,Hamamatsu Photonics KK,Common Stock,6050.0,2022-07-21
MSAH,Israel,ILA,TA,IL0011049595,Hamashbir 365 Holdings Ltd,Common Stock,118.6,2022-07-21
HAMAT,Israel,ILA,TA,IL0003840167,Hamat Group Ltd,Common Stock,3283.0,2022-07-21
HHFA,Germany,EUR,XETRA,DE000A0S8488,Hamburger Hafen Und Logistik A-SP,Common Stock,13.76,2022-07-21
3134,Japan,JPY,TSE,JP3772000000,Hamee Corp,Common Stock,1027.0,2022-07-21
HTL,Canada,CAD,V,CA4078911001,Hamilton Thorne Ltd,Common Stock,1.6400000000000001,2022-07-21
HMX,Australia,AUD,AU,AU000000HMX5,Hammer Metals Ltd,Common Stock,0.061,2022-07-21
HMSO,UK,GBX,LSE,GB00BK7YQK64,Hammerson PLC,Common Stock,21.06,2022-07-21
7636,Japan,JPY,TSE,JP3777500004,Handsman Co Ltd,Common Stock,898.0,2022-07-21
10,Hong Kong,HKD,HK,HK0010000088,Hang Lung Group Ltd,Common Stock,14.14,2022-07-21
603298,China,CNY,SHG,CNE100002FY0,Hangcha Group Co Ltd,Common Stock,15.2,2022-07-21
603618,China,CNY,SHG,CNE100001V78,Hangzhou Cable,Common Stock,6.66,2022-07-21
600814,China,CNY,SHG,CNE000000DP8,Hangzhou Jiebai Group Co Ltd,Common Stock,6.31,2022-07-21
600460,China,CNY,SHG,CNE000001DN1,Hangzhou Silan Microelectronics Co Ltd,Common Stock,47.32,2022-07-21
9042,Japan,JPY,TSE,JP3774200004,Hankyu Hanshin Holdings Inc,Common Stock,3720.0,2022-07-21
8977,Japan,JPY,TSE,JP3046320002,Hankyu REIT Inc,Common Stock,151100.0,2022-07-21
HNR,Australia,AUD,AU,AU000000HNR5,Hannans Reward Ltd,Common Stock,0.021,2022-07-21
HSD,UK,GBX,LSE,IM00B1H1XF89,Hansard Global Plc,Common Stock,38.0,2022-07-21
HSN,Australia,AUD,AU,AU000000HSN3,Hansen Technologies Ltd,Common Stock,5.86,2022-07-21
8078,Japan,JPY,TSE,JP3777800008,Hanwa Co Ltd,Common Stock,2876.0,2022-07-21
DM0,Singapore,SGD,SG,SG1V81937806,Hanwell Holdings Limited,Common Stock,0.36,2022-07-21
HANZA,Sweden,SEK,ST,SE0005878543,Hanza AB,Common Stock,49.4,2022-07-21
3174,Japan,JPY,TSE,JP3770280000,Happiness and D Co Ltd,Common Stock,928.0,2022-07-21
7552,Japan,JPY,TSE,JP3770300006,Happinet Corp,Common Stock,1614.0,2022-07-21
6904,Japan,JPY,TSE,JP3772500009,Harada Industry Co Ltd,Common Stock,892.0,2022-07-21
6138,Hong Kong,HKD,HK,CNE100001SB3,Harbin Bank Co Ltd,Common Stock,0.66,2022-07-21
922,China,CNY,SHE,CNE0000007V3,Harbin Electric Coporation Jiamusi Electric Machine Co Ltd,Common Stock,10.32,2022-07-21
600864,China,CNY,SHG,CNE000000H38,Harbin Hatou Investment Co Ltd,Common Stock,5.03,2022-07-21
2674,Japan,JPY,TSE,JP3765120005,Hard Off Corporation Co Ltd,Common Stock,1009.0,2022-07-21
HDI,Canada,CAD,TO,CA4124221074,Hardwoods Distribution Inc,Common Stock,30.19,2022-07-21
HARL,Israel,ILA,TA,IL0005850180,Harel Insurance Investments & Financial Services Ltd,Common Stock,3533.0,2022-07-21
4410,Japan,JPY,TSE,JP3772600007,Harima Chemicals Group Inc,Common Stock,765.0,2022-07-21
HOG,USA,USD,US,US4128221086,Harley-Davidson Inc,Common Stock,35.3,2022-07-21
HMY,USA,USD,US,US4132163001,Harmony Gold Mining Company Limited,Common Stock,3.11,2022-07-21
LHX,USA,USD,US,US5024311095,L3Harris Technologies Inc,Common Stock,224.09,2022-07-21
HT8,Australia,AUD,AU,AU000000HT83,Harris Technology Group Ltd,Common Stock,0.027,2022-07-21
HARRMALAYA,India,INR,NSE,INE544A01019,Harrisons  Malayalam Limited,Common Stock,153.5,2022-07-21
HIG,USA,USD,US,US4165151048,Hartford Financial Services Group,Common Stock,63.06,2022-07-21
HGH,Australia,AUD,AU,NZHGHE0007S9,Heartland Group Holdings Ltd,Common Stock,1.935,2022-07-21
HVT,Canada,CAD,V,CA41755P1053,Harvest One Cannabis Inc,Common Stock,0.035,2022-07-21
HVN,Australia,AUD,AU,AU000000HVN7,Harvey Norman Holdings Ltd,Common Stock,4.24,2022-07-21
HWG,UK,GBX,LSE,GB00BYZJ7G42,Harworth Group PLC,Common Stock,157.5,2022-07-21
HAS,USA,USD,US,US4180561072,Hasbro Inc,Common Stock,84.8,2022-07-21
7570,Japan,JPY,TSE,JP3768000006,Hashimoto Sogyo Co Ltd,Common Stock,2038.0,2022-07-21
3930,Japan,JPY,TSE,JP3769650007,Hatena Co Ltd,Common Stock,1240.0,2022-07-21
HATHWAY,India,INR,NSE,INE982F01036,Hathway Cable & Datacom Limited,Common Stock,16.75,2022-07-21
HATSUN,India,INR,NSE,INE473B01035,Hatsun Agro Product Limited,Common Stock,923.1,2022-07-21
PH0,Singapore,SGD,SG,SG2D90976473,Hatten Land Limited,Common Stock,0.031,2022-07-21
PIG,France,EUR,PA,FR0000066755,Haulotte Group SA,Common Stock,3.41,2022-07-21
HAVELLS,India,INR,NSE,INE176B01034,Havells India Limited,Common Stock,1257.0,2022-07-21
HAV,Australia,AUD,AU,AU000000HAV4,Havilah Resources Ltd,Common Stock,0.24,2022-07-21
H02,Singapore,SGD,SG,SG1D25001158,Haw Par Corporation Limited,Common Stock,10.71,2022-07-21
HAW,Germany,EUR,XETRA,DE0006042708,Hawesko Holding AG,Common Stock,42.5,2022-07-21
HAW,Australia,AUD,AU,AU000000HAW2,Hawthorn Resources Ltd,Common Stock,0.084,2022-07-21
2286,Japan,JPY,TSE,JP3772200006,Hayashikane Sangyo Co Ltd,Common Stock,477.0,2022-07-21
HAYD,UK,GBX,LSE,GB00BKWQ1135,Haydale Graphene Industries,Common Stock,4.7,2022-07-21
1719,Japan,JPY,TSE,JP3767810009,Hazama Ando Corp,Common Stock,863.0,2022-07-21
HZR,Australia,AUD,AU,AU000000HZR9,Hazer Group Ltd,Common Stock,0.7000000000000001,2022-07-21
HBSL,India,INR,NSE,INE550B01022,HB Stockholdings Limited,Common Stock,47.85,2022-07-21
HBLPOWER,India,INR,NSE,INE292B01021,HBL Power Systems Limited,Common Stock,94.8,2022-07-21
HBMN,Switzerland,CHF,SW,CH0012627250,HBM Healthcare Investments,Common Stock,268.0,2022-07-21
1B1,Singapore,SGD,SG,SG1DC2000004,HC Surgical Specialists Limited,Common Stock,0.49,2022-07-20
HCC,India,INR,NSE,INE549A01026,Hindustan Construction Company Limited,Common Stock,12.65,2022-07-21
HCL-INSYS,India,INR,NSE,INE236A01020,HCL Infosystems Limited,Common Stock,16.65,2022-07-21
HCLTECH,India,INR,NSE,INE860A01027,HCL Technologies Limited,Common Stock,924.45,2022-07-21
PEAK,USA,USD,US,US42250P1030,Healthpeak Properties Inc,Common Stock,26.66,2022-07-21
HDFCAMC,India,INR,NSE,INE127D01025,HDFC Asset Management Company Limited,Common Stock,1925.05,2022-07-21
HDB,USA,USD,US,US40415F1012,HDFC Bank Limited ADR,Common Stock,58.27,2022-07-21
HDFCLIFE,India,INR,NSE,INE795G01014,HDFC Life Insurance Company Limited,Common Stock,529.1,2022-07-21
HEAD,UK,GBX,LSE,GB0004170089,Headlam Group,Common Stock,288.0,2022-07-21
HLS,Australia,AUD,AU,AU0000033359,Healius Ltd,Common Stock,3.77,2022-07-21
HI,Italy,EUR,MI,IT0005221004,Health Italia S.p.A,Common Stock,1.56,2022-07-21
3455,Japan,JPY,TSE,JP3047910009,Healthcare & Medical Investment Corp,Common Stock,175000.0,2022-07-21
5NG,Singapore,SGD,SG,SG1X09940682,Healthway Medical Corporation Limited,Common Stock,0.031,2022-07-21
HM1,Australia,AUD,AU,AU0000026569,Hearts and Minds Investments Ltd,Common Stock,2.32,2022-07-21
5OR,Singapore,SGD,SG,SG1Y31945526,Heatec Jietong Holdings Ltd,Common Stock,0.08,2022-07-20
848,China,CNY,SHE,CNE000000TG3,He Bei Cheng De LoLo Co Ltd,Common Stock,8.66,2022-07-21
1727,Hong Kong,HKD,HK,CNE100002R32,Hebei Construction Group Corporation Limited,Common Stock,1.0,2022-07-21
HL,USA,USD,US,US4227041062,Hecla Mining Company,Common Stock,3.91,2022-07-21
5DP,Singapore,SGD,SG,SG1O44912994,Heeton Holdings Limited,Common Stock,0.28500000000000003,2022-07-21
417,China,CNY,SHE,CNE000000BV0,Hefei Department Store Group Co Ltd,Common Stock,4.43,2022-07-21
HEIDELBERG,India,INR,NSE,INE578A01017,HeidelbergCement India Limited,Common Stock,181.15,2022-07-21
HDD,Germany,EUR,XETRA,DE0007314007,Heidelberger Druckmaschinen Aktiengesellschaft,Common Stock,1.4849999999999999,2022-07-21
600598,China,CNY,SHG,CNE0000019Z9,Heilongjiang Agriculture Co Ltd,Common Stock,14.0,2022-07-21
HEIO,Netherlands,EUR,AS,NL0000008977,Heineken Holding NV,Common Stock,74.35,2022-07-21
HEIA,Netherlands,EUR,AS,NL0000009165,Heineken,Common Stock,93.72,2022-07-21
8803,Japan,JPY,TSE,JP3834800009,Heiwa Real Estate Co. Ltd.,Common Stock,3985.0,2022-07-21
8966,Japan,JPY,TSE,JP3046220004,Heiwa Real Estate REIT Inc,Common Stock,145100.0,2022-07-21
8276,Japan,JPY,TSE,JP3834400008,Heiwado Co Ltd,Common Stock,2011.0,2022-07-21
HPBK,Germany,EUR,XETRA,DE000A0L1NN5,Heliad Equity Partners GmbH & Co. KGaA,Common Stock,6.0,2022-07-21
HLCL,UK,GBX,LSE,GB00B0FYMT95,Helical Bar Plc,Common Stock,393.5,2022-07-21
6927,Japan,JPY,TSE,JP3802700009,Helios Techno Holding Co Ltd,Common Stock,338.0,2022-07-21
HLX,Australia,AUD,AU,AU000000HLX7,Helix Resources Ltd,Common Stock,0.008,2022-07-21
HLE,Germany,EUR,XETRA,DE000A13SX22,Hella KGaA Hueck & Co,Common Stock,67.95,2022-07-21
EXAE,Greece,EUR,AT,GRS395363005,Hellenic Exchanges - Athens Stock Exchange SA,Common Stock,3.175,2022-07-21
HFG,Germany,EUR,XETRA,DE000A161408,HelloFresh SE,Common Stock,25.74,2022-07-21
HFG,UK,GBX,LSE,GB00B1V9NW54,Hilton Food Group Plc,Common Stock,1056.0,2022-07-21
HLO,Australia,AUD,AU,AU000000HLO6,Helloworld Ltd,Common Stock,1.73,2022-07-21
HP,USA,USD,US,US4234521015,Helmerich and Payne Inc,Common Stock,39.79,2022-07-21
HELN,Switzerland,CHF,SW,CH0466642201,Helvetia Holding AG,Common Stock,107.9,2022-07-21
HEMO,UK,GBX,LSE,GB00BYX3WZ24,Hemogenyx Pharmaceuticals PLC,Common Stock,1.2,2022-07-21
600403,China,CNY,SHG,CNE000001G12,Henan Dayou Energy Co Ltd,Common Stock,5.27,2022-07-21
600172,China,CNY,SHG,CNE000000XT8,Henan Huanghe Whirlwind Co Ltd,Common Stock,9.3,2022-07-21
6885,Hong Kong,HKD,HK,CNE100002QZ4,Henan Jinma Energy Co Ltd,Common Stock,3.51,2022-07-21
600312,China,CNY,SHG,CNE000001774,Henan Pinggao Electric Co Ltd,Common Stock,8.51,2022-07-21
600020,China,CNY,SHG,CNE000001FL0,Henan Zhongyuan Expressway Co Ltd,Common Stock,3.07,2022-07-21
HDIV,UK,GBX,LSE,GB00BF03YC36,Henderson Diversified Income Ltd,Common Stock,69.2,2022-07-21
HEFT,UK,GBX,LSE,GB00BLSNGB01,Henderson European Focus Trust Plc,Common Stock,132.5,2022-07-21
HNE,UK,GBX,LSE,GB00BP6QR382,Henderson Eurotrust,Common Stock,118.0,2022-07-21
HFEL,UK,GBX,LSE,JE00B1GXH751,Henderson Far East Income Ltd,Common Stock,280.5,2022-07-21
HHI,UK,GBX,LSE,GB0009580571,Henderson High Income Trust,Common Stock,166.5,2022-07-21
HINT,UK,GBX,LSE,GB00B3PHCS86,Henderson International Income Trust PLC,Common Stock,170.0,2022-07-21
HSL,UK,GBX,LSE,GB0009065060,Henderson Smaller Cos Inv Tst,Common Stock,860.0,2022-07-21
603103,China,CNY,SHG,CNE100002VD1,Hengdian Entertainment Co Ltd Class A,Common Stock,14.93,2022-07-21
600346,China,CNY,SHG,CNE0000018V0,Hengli Petrochemical Co Ltd,Common Stock,20.59,2022-07-21
1476,Hong Kong,HKD,HK,CNE100002334,Hengtai Sec Co Ltd,Common Stock,2.6,2022-07-21
600487,China,CNY,SHG,CNE000001FQ9,Hengtong Optic Electric Co Ltd,Common Stock,17.77,2022-07-21
1085,Hong Kong,HKD,HK,SG1T38930320,Hengxin Technology Ltd,Common Stock,3.99,2022-07-21
703,China,CNY,SHE,CNE0000001J1,Hengyi Petrochemical Co Ltd,Common Stock,9.4,2022-07-21
HSIC,USA,USD,US,US8064071025,Henry Schein Inc,Common Stock,77.94,2022-07-21
114,Hong Kong,HKD,HK,BMG4410A1062,Herald Holdings Ltd,Common Stock,0.48,2022-07-21
HRI,UK,GBX,LSE,GB0004228648,Herald Investment Trust,Common Stock,1682.0,2022-07-21
HLF,USA,USD,US,KYG4412G1010,Herbalife Nutrition Ltd,Common Stock,23.72,2022-07-21
HERCULES,India,INR,NSE,INE688E01024,Hercules Hoists Limited,Common Stock,132.15,2022-07-21
HERITGFOOD,India,INR,NSE,INE978A01027,Heritage Foods Limited,Common Stock,288.05,2022-07-21
RMS,France,EUR,PA,FR0000052292,Hermes International SCA,Common Stock,1196.0,2022-07-21
RMS,Australia,AUD,AU,AU000000RMS4,Ramelius Resources Ltd,Common Stock,1.02,2022-07-21
HEROMOTOCO,India,INR,NSE,INE158A01026,Hero MotoCorp Limited,Common Stock,2847.8,2022-07-21
4382,Japan,JPY,TSE,JP3783070000,HEROZ Inc,Common Stock,964.0,2022-07-21
HSY,USA,USD,US,US4278661081,Hershey Co,Common Stock,215.91,2022-07-21
HES,USA,USD,US,US42809H1077,Hess Corporation,Common Stock,103.36,2022-07-21
709,China,CNY,SHE,CNE000000H20,HBIS Co Ltd,Common Stock,3.09,2022-07-21
HESTERBIO,India,INR,NSE,INE782E01017,Hester Biosciences Limited,Common Stock,2226.85,2022-07-21
HEXATRADEX,India,INR,NSE,INE750M01017,Hexa Tradex Limited,Common Stock,168.75,2022-07-21
HEX,Norway,NOK,OL,NO0003067902,Hexagon Composites ASA,Common Stock,29.76,2022-07-21
HXG,Australia,AUD,AU,AU000000HXG7,Hexagon Resources Ltd,Common Stock,0.025,2022-07-21
HTRO,Sweden,SEK,ST,SE0018040677,Hexatronic Group AB,Common Stock,107.3,2022-07-21
603556,China,CNY,SHG,CNE100002GS0,Hexing Electrical Co Ltd,Common Stock,15.78,2022-07-21
HGINFRA,India,INR,NSE,INE926X01010,H.G. Infra Engineering Limited,Common Stock,582.55,2022-07-21
BTG,Singapore,SGD,SG,SG1CH7000000,HG Metal Manufacturing Limited,Common Stock,0.42,2022-07-21
HGT,UK,GBX,LSE,GB00BJ0LT190,HgCapital Trust PLC,Common Stock,360.0,2022-07-21
5JK,Singapore,SGD,SG,SG1U37933462,Hiap Hoe Limited,Common Stock,0.805,2022-07-21
510,Singapore,SGD,SG,SG1G69871497,Hiap Seng Engineering Ltd,Common Stock,0.02,2022-07-20
HICL,UK,GBX,LSE,GB00BJLP1Y77,HICL Infrastructure Company Ltd,Common Stock,175.6,2022-07-21
7611,Japan,JPY,TSE,JP3765180009,Hiday Hidaka Corp,Common Stock,2171.0,2022-07-21
442,Hong Kong,HKD,HK,KYG4488W1050,KTL Intl Hldg Grp Ltd,Common Stock,1.21,2022-07-21
HPR,Australia,AUD,AU,AU000000HPR0,High Peak Royalties Ltd,Common Stock,0.074,2022-07-21
HCFT,UK,GBX,LSE,GB0004254875,Highcroft Investments PLC REIT,Common Stock,1055.0,2022-07-21
HFR,Australia,AUD,AU,AU000000HFR1,Highfield Resources Ltd,Common Stock,1.06,2022-07-21
HIKAL,India,INR,NSE,INE475B01022,Hikal Limited,Common Stock,259.7,2022-07-21
9435,Japan,JPY,TSE,JP3783420007,Hikari Tsushin Inc,Common Stock,14850.0,2022-07-21
