,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
5137,Helix Energy Solutions Group Inc,Helix,HLX,HELIX RESOURCES LIMITED,44,36
17130,Helix Resources Ltd,Helix Resources,HLX,HELIX RESOURCES LIMITED,90,79
29235,Harn Len Corporation Bhd,Harn Len Corp,HLEN,HELLA GMBH & CO KGAA,24,32
16527,Hilton Food Group Plc,Hilton Food,HFG,HELLOFRESH SE,18,25
17134,Helloworld Ltd,Helloworld,HLO,HELLOWORLD TRAVEL LTD,80,65
3799,Helmerich and Payne Inc,Helmerich Payne,HP,HELMERICH & PAYNE,79,100
7046,Hemisphere Media Group Inc,Hemisphere,HMTV,HEMISPHERE MEDIA GROUP INC,100,56
18664,Henan Dayou Energy Co Ltd,Henan Dayou Energy,600403,HENAN DAYOU ENERGY CO LTD-A,96,80
18474,Henan Huanghe Whirlwind Co Ltd,Henan Huanghe Whirlwind,600172,HENAN HUANGHE WHIRLWIND CO-A,90,90
18593,Henan Pinggao Electric Co Ltd,Henan Pinggao Electric,600312,HENAN PINGGAO ELECTRIC CO-A,89,90
18363,Henan Zhongyuan Expressway Co Ltd,Henan Zhongyuan Expressway,600020,HENAN ZHONGYUAN EXPRESSWAY-A,89,96
16399,Henderson Diversified Income Ltd,Henderson Diversified,HDIV,HENDERSON DIVERSIFIED INCOME,93,86
16360,Henderson European Focus Trust Plc,Henderson European,HEFT,HENDERSON EUROPEAN FOCUS TRU,90,78
16474,Henderson Eurotrust,Henderson Eurotrust,HNE,HENDERSON EUROTRUST PLC-ORD,83,83
16450,Henderson Far East Income Ltd,Henderson Far East,HFEL,HENDERSON FAR EAST INCOME LT,98,78
16348,Henderson High Income Trust,Henderson High Income,HHI,HENDERSON HIGH INCOME TR-ORD,87,86
22499,Henderson Investment Ltd,Henderson Investment,0097,HENDERSON INVESTMENT LIMITED,92,83
21690,Henderson Land,Henderson Land,0012,HENDERSON LAND DEVELOPMENT,70,70
16142,Henderson Smaller Cos Inv Tst,Henderson Smaller,HSL,HENDERSON SMALLER COMPANIES,75,77
36974,Hong Ha Son La Processing Agricutural Product JSC,Hong Ha Son Agricutural,HSL,HENDERSON SMALLER COMPANIES,26,32
40645,Horizons Active Floating Rate Senior Loan Class E,Horizons Actv Floating Rate Sen E,HSL,HENDERSON SMALLER COMPANIES,24,30
19319,Dalian Rubber,Dalian Rubber,600346,HENGLI PETROCHEMICAL CO L-A,30,30
22350,Hengtai Securities Co Ltd,Hengtai Securities Co,1476,HENGTAI SECURITIES CO LTD-H,96,88
34085,Eclat Textile Co Ltd,Eclat Textile,1476,HENGTAI SECURITIES CO LTD-H,60,25
45713,BRJ iShares Japan REIT,BRJ iShares Japan REIT,1476,HENGTAI SECURITIES CO LTD-H,24,24
18715,Hengtong Optic Electric Co Ltd,Hengtong Optic Electric,600487,HENGTONG OPTIC-ELECTRIC CO-A,90,90
26248,Dawn Corp,Dawn,2303,HENGXING GOLD HOLDING CO LTD,27,12
34229,United Microelectronics Corporation,UMC Corp,2303,HENGXING GOLD HOLDING CO LTD,19,17
19488,Hengyi Petrochemical Co Ltd,Hengyi Petrochem A,000703,HENGYI PETROCHEMICAL CO -A,88,84
7392,Hennessy Ad,Hennessy Ad,HNNA,HENNESSY ADVISORS INC,69,69
7476,Hennessy Capital Acquisition Corp IV Class A,Hennessy Capital IV A,HCAC,HENNESSY CAPITAL ACQUISITI-A,78,73
4527,Jack Henry & Associates Inc,Jack Henry&Associates,JKHY,HENRY (JACK) & ASSOCIATES,91,100
39088,Harel Mallac Ltd,Harel Mallac,HML,HENRY MORGAN LTD,56,43
3327,Henry Schein Inc,Henry Schein,HSIC,HENRY SCHEIN INC,100,86
22511,Herald Holdings Ltd,Herald,0114,HERALD HOLDINGS LTD,100,48
16105,Herald Investment Trust,Herald,HRI,HERALD INVESTMENT TRUST PLC,92,36
1466,High Liner Foods Incorporated,High Liner Foods,HLF,HERBALIFE NUTRITION LTD,12,15
7621,Herbalife Nutrition Ltd,Herbalife,HLF,HERBALIFE NUTRITION LTD,100,56
16105,Herald Investment Trust,Herald,HRI,HERC HOLDINGS INC,40,43
4454,Heritage Commerce Corp,Heritage Commerce,HTBK,HERITAGE COMMERCE CORP,100,87
4434,Heritage Financial Corporation,Heritage Financial Co,HFWA,HERITAGE FINANCIAL CORP,87,95
4629,Herman Miller Inc,Herman Miller,MLHR,HERMAN MILLER INC,100,87
10713,Ramelius Resources MU,Ramelius Resources,RMS,HERMES INTL,31,34
17152,Ramelius Resources Ltd,Ramelius Resources,RMS,HERMES INTL,30,34
16605,Herencia Resources,Herencia,HERS,HEROES INC,43,67
17131,Heron Resources Ltd,Heron Resources,HRR,HERON RESOURCES LIMITED,90,79
30278,Hira Textile Mills Ltd,Hira Textile Mills,HRTX,HERON THERAPEUTICS INC,41,45
1629,Heroux-Devtek Inc.,Heroux-Devtek Inc.,HRX,HEROUX-DEVTEK INC,100,100
28274,HEROZ Inc,HEROZ,4382,HEROZ INC,100,71
5278,Hersha Hospitality Trust,Hersha,HT,HERSHA HOSPITALITY TRUST,100,40
8544,Hrvatske Telekom,Hrvatske Telekom,HT,HERSHA HOSPITALITY TRUST,20,20
3518,Hershey Company,Hershey,HSY,HERSHEY CO,80,82
10699,Hershey Co,Hershey,HSY,HERSHEY CO,100,82
2926,Hertz Global Holdings Inc,Hertz Global Holdings,HTZ,HERTZ GLOBAL HOLDINGS INC,100,91
4451,Heska Corporation,Heska,HSKA,HESKA CORP,74,67
3699,Hess Corporation,Hess,HES,HESS CORP,72,62
36733,Hanoi Entertainment Services Corp,Hanoi Entertainment Services,HES,HESS CORP,38,27
19480,Hebei Iron and Steel Co Ltd,Hebei Steel A,000709,HESTEEL CO LTD-A,56,62
27636,Escrow Agent Japan Inc,Escrow Agent Japan,6093,HEVOL SERVICES GROUP CO LTD,16,18
3065,Hewlett Packard Enterprise Co,Hewlett Packard,HPE,HEWLETT PACKARD ENTERPRISE,95,73
11870,Hexagon Composites ASA,Hexagon Composites,HEX,HEXAGON COMPOSITES ASA,100,90
40494,Horizons Enhanced Income Equity Common Class,Horizons Enhanced Income Equity Common Class,HEX,HEXAGON COMPOSITES ASA,36,36
14136,Hexatronic Group AB,Hexatronic Group AB,HTRO,HEXATRONIC GROUP AB,100,100
5609,Hexcel Corporation,Hexcel,HXL,HEXCEL CORP,76,71
7417,Hexindai Inc,Hexindai,HX,HEXINDAI INC-ADR,86,67
1914,Hexo Corp,Hexo,HEXO,HEXO CORP,100,62
2361,Hortifrut,Hortifrut,HF,HF COMPANY,21,21
7826,HFF Inc,HFF,HF,HF COMPANY,24,31
7233,Hf Foods Group Inc,Hf Foods,HFFG,HF FOODS GROUP INC,100,62
5068,B2Gold Corp,B2Gold,BTG,HG METAL MANUFACTURING LTD,32,19
29852,Bayanteeg JSC,Bayanteeg,BTG,HG METAL MANUFACTURING LTD,15,23
16549,HgCapital Trust PLC,HgCapital,HGT,HGCAPITAL TRUST PLC,100,64
25596,Unicharm Co,Unicharm Co,8113,HI-LEVEL TECHNOLOGY HOLDINGS,15,15
4437,Hibbett Sports Inc,Hibbett Sports,HIBB,HIBBETT SPORTS INC,100,88
11095,Hibernia REIT PLC,Hibernia,HBRN,HIBERNIA REIT PLC,100,64
16104,HICL Infrastructure Company Ltd,HICL Infrastructure,HICL,HICL INFRASTRUCTURE PLC,78,90
27064,Hiday Hidaka Corp,Hiday Hidaka Corp,7611,HIDAY HIDAKA CORP,100,100
22302,Hifood Group Holdings Co Ltd,Hifood,0442,HIFOOD GROUP HOLDINGS CO LTD,100,35
1630,High Arctic Energy Services Inc.,High Arctic Energy Services Inc.,HWO,HIGH ARCTIC ENERGY SERVICES,93,93
29232,HeveaBoard Bhd,HeveaBoard,HEVE,HIGH END VENTURES INC,34,26
16355,PCF Group plc,PCF Group,PCF,HIGH INCOME SECURITIES FUND,15,6
37025,Petec Coffee JSC,Petec Coffee,PCF,HIGH INCOME SECURITIES FUND,33,31
1466,High Liner Foods Incorporated,High Liner Foods,HLF,HIGH LINER FOODS INC,82,89
7621,Herbalife Nutrition Ltd,Herbalife,HLF,HIGH LINER FOODS INC,23,28
5461,HighPoint Resources Corp,HighPoint,HPR,HIGH PEAK ROYALTIES LTD,38,31
17790,High Peak Royalties Ltd,High Peak Royalties Ltd,HPR,HIGH PEAK ROYALTIES LTD,100,100
40229,Horizons Active Preferred Share CommonClass,Horizons Active Preferred Share CommonClass,HPR,HIGH PEAK ROYALTIES LTD,18,18
30867,Thai Beverage Public Co Ltd,Thai Beverage,TBEV,HIGH PERFORMANCE BEVERAGES C,51,54
45107,iShares Global High Yield Corporate Bond UCITS,iShares Global High Yield Corporate Bond UCITS,HYLD,HIGH YIELD ETF,40,40
47642,iShares Global High Yield Corporate Bond UCITS CHF,iShares Global High Yield Corporate Bond UCITS,HYLD,HIGH YIELD ETF,38,40
49197,Peritus High Yield,Peritus High Yield,HYLD,HIGH YIELD ETF,62,62
17780,Highfield Resources Ltd,Highfield Resources Ltd,HFR,HIGHFIELD RESOURCES LTD,100,100
40279,Horizons Active Floating Rate Bond,Horizons Active Floating Rate Bond,HFR,HIGHFIELD RESOURCES LTD,32,32
1999,Highland Copper Company Inc.,Highland Copper Company Inc.,HI,HIGHLAND COPPER CO INC,90,90
5534,Hillenbrand Inc,Hillenbrand,HI,HIGHLAND COPPER CO INC,54,36
30620,House of Investments Inc,House of Investments,HI,HIGHLAND COPPER CO INC,26,24
16454,Highland Gold Mining,Highland Gold,HGM,HIGHLAND GOLD MINING LTD,91,70
35993,HGM,HGM,HGM,HIGHLAND GOLD MINING LTD,15,15
40795,Horizons Managed Global Opportunities Class E,Horizons Managed Global Opportuniti,HGM,HIGHLAND GOLD MINING LTD,23,27
5461,HighPoint Resources Corp,HighPoint,HPR,HIGHPOINT RESOURCES CORP,100,55
17790,High Peak Royalties Ltd,High Peak Royalties Ltd,HPR,HIGHPOINT RESOURCES CORP,38,38
40229,Horizons Active Preferred Share CommonClass,Horizons Active Preferred Share CommonClass,HPR,HIGHPOINT RESOURCES CORP,33,33
4439,Highway Holdings Limited,Highways,HIHO,HIGHWAY HOLDINGS LIMITED,100,50
6281,Highwoods Properties Inc,Highwoods Properties,HIW,HIGHWOODS PROPERTIES INC,100,91
10280,Highwoods Properties,Highwoods Properties,HIW,HIGHWOODS PROPERTIES INC,91,91
34062,Universal Textile Co Ltd,Universal Textile,1445,HIKARI HOLDINGS CO LTD,26,21
25642,Hikari Tsushin Inc,Hikari Tsushin Inc,9435,HIKARI TSUSHIN INC,100,100
10561,Hikma Pharmaceuticals PLC,Hikma Pharma,HIK,HIKMA PHARMACEUTICALS PLC,100,65
5325,Hill International Inc,Hill Intl,HIL,HILL INTERNATIONAL INC,100,58
16888,Hills Holdings Ltd,Hills Holdings,HIL,HILL INTERNATIONAL INC,45,39
1239,Helio Resource Corp,Helio Resource,HRC,HILL-ROM HOLDINGS INC,30,34
5360,Hill-Rom Holdings Inc,Hill-Rom,HRC,HILL-ROM HOLDINGS INC,100,55
36400,Hoa Binh Rubber JSC,Hoa Binh Rubber JSC,HRC,HILL-ROM HOLDINGS INC,40,40
1895,Hillcrest Petroleum Ltd,Hillcrest Petroleum,HRH,HILLCREST PETROLEUM LTD,100,90
1999,Highland Copper Company Inc.,Highland Copper Company Inc.,HI,HILLENBRAND INC,48,48
5534,Hillenbrand Inc,Hillenbrand,HI,HILLENBRAND INC,100,85
30620,House of Investments Inc,House of Investments,HI,HILLENBRAND INC,31,29
17194,Hillgrove Resources Ltd,Hillgrove Resources,HGO,HILLGROVE RESOURCES LTD,100,90
40644,Horizons S&P 500 CAD Hedged Index ETF,Horizons S&P 500 CAD Hedged,HSH,HILLSHIRE BRANDS CO,14,26
5381,Hilltop Holdings Inc,Hilltop,HTH,HILLTOP HOLDINGS INC,100,52
22101,Hilong Holding Ltd,Hilong Holding,1623,HILONG HOLDING LTD,100,88
45826,NEXT FUNDS TOPIX-17 Steel & NonFerrous,NEXT FUNDS TOPIX-17 Steel & NonFerrous,1623,HILONG HOLDING LTD,19,19
16527,Hilton Food Group Plc,Hilton Food,HFG,HILTON FOOD GROUP PLC,100,69
3128,Hilton Worldwide Holdings Inc,Hilton Worldwide,HLT,HILTON WORLDWIDE HOLDINGS,93,78
4440,Himax Technologies Inc,Himax,HIMX,HIMAX TECHNOLOGIES INC-ADR,92,32
2686,Himexsa SAB de CV,Himexsa,HIMEXSAA,HIMEXSA SAB DE CV,100,58
35988,Hoa Cam Concrete JSC,Hoa Cam Concrete JSC,HCC,HINDUSTAN CONSTRUCTION CO,40,40
22668,Hing Lee HK Holdings Ltd,Hing Lee HK,0396,HING LEE HK HOLDINGS LTD,100,63
22797,Hing Ming Holdings Ltd,Hing Ming,8425,HING MING HOLDINGS LTD,100,58
27123,IBJ Leasing Co Ltd,IBJ Leasing Co Ltd,8425,HING MING HOLDINGS LTD,35,35
4438,Hingham Institution for Savings,Hingham Institution,HIFS,HINGHAM INSTITUTION FOR SVGS,95,81
25742,Taihei Dengyo Kaisha Ltd,Taihei Dengyo Kaisha,1968,HINGTEX HOLDINGS LTD,36,25
25212,"Hino Motors, Ltd.",Hino Motors,7205,HINO MOTORS LTD,100,85
43843,Samsung HSI Daily 2x Leveraged Product,Samsung HSI Daily 2x Leveraged Product,7205,HINO MOTORS LTD,30,30
27359,Hinokiya Holdings Co Ltd,Hinokiya Holdings,1413,HINOKIYA GROUP CO LTD,67,58
34043,Hung Chou Fiber Ind Co Ltd,Hung Chou Fiber,1413,HINOKIYA GROUP CO LTD,51,33
26227,HIP Corp,HIP,2136,HIP CORP,100,55
9578,Hipay Group SA,Hipay Group SA,HIPAY,HIPAY GROUP SA,100,100
13872,HiQ International AB,HiQ Intl,HIQ,HIQ INTERNATIONAL AB,100,57
27906,Hirakawa Hewtech Corp,Hirakawa Hewtech,5821,HIRAKAWA HEWTECH CORP,100,86
25848,Hiramatsu Inc,Hiramatsu Inc,2764,HIRAMATSU INC,100,100
27221,Hirata Corp,Hirata,6258,HIRATA CORP,100,71
22724,Shenwan Hongyuan Group Co Ltd,Shenwan Hongyuan,6806,HIROSE ELECTRIC CO LTD,43,16
25548,Hirose Electric Co Ltd,Hirose Electric Co Ltd,6806,HIROSE ELECTRIC CO LTD,100,100
25609,The Hiroshima Bank Ltd,The Hiroshima Bank Ltd,8379,HIROSHIMA BANK LTD/THE,100,100
28797,Hiroshima Electric Railway Co Ltd,Hiroshima Electric Railway,9033,HIROSHIMA ELECTRIC RAILWAY,88,100
27759,Hiroshima Gas Co Ltd,Hiroshima Gas,9535,HIROSHIMA GAS CO LTD,100,79
27698,Hisaka Works Ltd,Hisaka Works Ltd,6247,HISAKA WORKS LTD,100,100
25477,Hisamitsu Pharmaceutical Inc,Hisamitsu Pharmaceutical Inc,4530,HISAMITSU PHARMACEUTICAL CO,87,87
15930,Hiscox Ltd,Hiscox,HSX,HISCOX LTD,100,75
29870,Khishig Uul JSC,Khishig Uul,HSX,HISCOX LTD,40,48
22769,Hisense Kelon Electrical Holdings Co Ltd,Hisense Home,0921,HISENSE HOME APPLIANCES GR-H,41,60
25618,Hitachi Capital Corp,Hitachi Capital Corp,8586,HITACHI CAPITAL CORP,100,100
25470,Hitachi Chemical Co Ltd,Hitachi Chemical Co Ltd,4217,HITACHI CHEMICAL CO LTD,100,100
25506,Hitachi Metals Ltd,Hitachi Metals Ltd,5486,HITACHI METALS LTD,100,100
25635,Hitachi Transport Sys Ltd,Hitachi Transport Sys Ltd,9086,HITACHI TRANSPORT SYSTEM LTD,94,94
43938,BMO NASDAQ 100 ETF,BMO Nasdaq 100,9086,HITACHI TRANSPORT SYSTEM LTD,17,14
25392,Hitachi Zosen Corp.,Hitachi Zosen Corp.,7004,HITACHI ZOSEN CORP,100,100
9474,Hitechpros,Hitechpros,ALHIT,HITECHPROS,100,100
25965,Hito Communications Holdings Inc,Hito Com,4433,HITO COMMUNICATIONS HOLDINGS,93,44
2185,HIVE Blockchain Technologies Ltd,HIVE Blockchain,HIVE,HIVE BLOCKCHAIN TECHNOLOGIES,93,70
22379,HK Electric Investments Ltd,HK Electric Investments Ltd,2638,HK ELECTRIC INVESTMENTS -SS,91,91
21889,HKC Holdings Ltd,HKC Holdings,0190,HKC HOLDINGS LTD,100,86
26635,HKS Co Ltd,HKS,7219,HKS CO LTD,100,46
7441,HL Acquisitions Corp,HL Acquisitions,HCCH,HL ACQUISITIONS CORP,100,86
7441,HL Acquisitions Corp,HL Acquisitions,HCCH,HL ACQUISITIONS CORP,100,86
10061,AVX Corp,AVX,AVX,HL GLOBAL ENTERPRISES LTD,12,7
18660,Heilan Home Co Ltd,Heilan Home,600398,HLA CORP LTD -A,62,24
27285,Bank of Kochi Ltd,Bank of Kochi Ltd,8416,HM INTERNATIONAL HOLDINGS LT,22,22
4917,HMG Courtland Properties,HMG Courtland Properties,HMG,HMG COURTLAND PROPERTIES,100,100
36708,Vnsteel Hanoi Steel Corp,Vnsteel Hanoi Steel,HMG,HMG COURTLAND PROPERTIES,38,28
4442,HMN Financial Inc,HMN Financial,HMNF,HMN FINANCIAL INC,100,87
4443,HMS Holdings Corp,HMS Holdings,HMSY,HMS HOLDINGS CORP,100,83
37048,Hochiminh Museum Construction JSC,Hochiminh Museum,HMS,HMS NETWORKS AB,25,26
19352,HMT Xiamen New Technical Materials Co Ltd,HMT Xiamen Tech Materials,603306,HMT XIAMEN NEW TECHNICAL M-A,78,68
21402,HNA Investment Group Co Ltd,HNA Investment,000616,HNA INVESTMENT GROUP CO LT-A,95,67
5453,HNI Corporation,HNI,HNI,HNI CORP,70,55
37165,Huunghi Garment JSC,Huunghi Garment,HNI,HNI CORP,37,43
21972,Pacific Textiles Holdings Ltd,Pacific Textiles,1382,HOB CO LTD,31,23
26194,Hob Co Ltd,Hob,1382,HOB CO LTD,100,46
14884,Hochdorf Holding AG,Hochdorf Holding AG,HOCN,HOCHDORF HOLDING AG,100,100
27383,Hochiki Corp,Hochiki Corp,6745,HOCHIKI CORP,100,100
1200,Hunter Oil Corp,Hunter Oil,HOC,HOCHSCHILD MINING PLC,22,26
10207,HolidayCheck Group AG,HolidayCheck,HOC,HOCHSCHILD MINING PLC,24,30
36387,Ha Do Group JSC,Ha Do Group JSC,HDG,HODGES RESOURCES LIMITED,31,31
50771,ProShares Hedge Replication,ProShares Hedge Replication,HDG,HODGES RESOURCES LIMITED,39,39
4418,Hawaiian Holdings Inc,Hawaiian,HA,HODGINS AUCTIONEERS INC,64,19
26010,Hodogaya Chemical Co Ltd,Hodogaya Chemical,4112,HODOGAYA CHEMICAL CO LTD,100,83
25953,Hogy Medical Co Ltd,Hogy Medical Co Ltd,3593,HOGY MEDICAL CO LTD,100,100
34557,Logah Technology Corp,Logah,3593,HOGY MEDICAL CO LTD,35,25
14027,Hoist Finance AB,Hoist Finance AB,HOFI,HOIST FINANCE AB,100,100
28448,Hokkaido Coca Cola Bottling Co Ltd,Hokkaido Coca Cola Bottling,2573,HOKKAIDO COCA-COLA BOTTLING,89,100
25649,Hokkaido Electric Power Co Inc,Hokkaido Electric Power Co Inc,9509,HOKKAIDO ELECTRIC POWER CO,93,93
27758,Hokkaido Gas Co Ltd,Hokkaido Gas Co Ltd,9534,HOKKAIDO GAS CO LTD,100,100
27115,Hokkoku Bank Ltd,Hokkoku Bank Ltd,8363,HOKKOKU BANK LTD/THE,89,89
25608,Hokuhoku Financial Group Inc,Hokuhoku Financial Group Inc,8377,HOKUHOKU FINANCIAL GROUP INC,100,100
25646,Hokuriku Electric Power Co,Hokuriku Electric Power Co,9505,HOKURIKU ELECTRIC POWER CO,100,100
38794,Arab Sea Information Systems Co SJSC,Arab Sea Information,9505,HOKURIKU ELECTRIC POWER CO,23,13
25409,Hokuto Corp,Hokuto Corp,1379,HOKUTO CORP,100,100
1200,Hunter Oil Corp,Hunter Oil,HOC,HOLIDAYCHECK GROUP AG,33,19
10207,HolidayCheck Group AG,HolidayCheck,HOC,HOLIDAYCHECK GROUP AG,100,73
17777,Holista CollTech Ltd,Holista CollTech Ltd,HCT,HOLISTA COLLTECH LTD,100,100
35989,Haiphong Cement Transport JSC,Haiphong Cement Transport JSC,HCT,HOLISTA COLLTECH LTD,37,37
11673,Holland Colours NV,Holland Colours,HOLCO,HOLLAND COLOURS NV,100,91
1631,Holloway Lodging Corporation,Holloway Lodging Corporation,HLC,HOLLOWAY LODGING CORP,86,86
35997,VHLC,VHLC,HLC,HOLLOWAY LODGING CORP,8,8
8561,Imperial DD,Imperial DD,HIMR,HOLLUND INDUSTRIAL MARINE,39,39
40271,Horizons Enhanced Income Gold Producers Common Class,Horizons Enhanced Income Gold Producers Common Cla,HEP,HOLLY ENERGY PARTNERS LP,37,38
22363,Holly Futures Co Ltd,Holly Futures Co,3678,HOLLY FUTURES CO LTD-H,95,84
27195,Media Do Co Ltd,Media Do,3678,HOLLY FUTURES CO LTD-H,43,27
4852,HollyFrontier Corporation,HollyFrontier,HFC,HOLLYFRONTIER CORP,84,84
36760,Hanoi Fuel JSC,Hanoi Fuel,HFC,HOLLYFRONTIER CORP,25,29
4446,Hollysys Automation Technologies Ltd,Hollysys Automation Tech,HOLI,HOLLYSYS AUTOMATION TECHNOLO,88,92
38052,Holmes Place International Ltd,Holmes Place,HLMS,HOLMES PLACE WORLDWIDE BV,44,65
3388,Hologic Inc,Hologic,HOLX,HOLOGIC INC,100,78
4423,Home Bancorp Inc,Home Bancorp,HBCP,HOME BANCORP INC,100,86
4447,Home BancShares Inc,Home BancShares,HOMB,HOME BANCSHARES INC,100,88
93,Home Depot Inc DRC,Home Depot DRC,HD,HOME DEPOT INC,88,71
2756,Home Depot Inc,Home Depot,HD,HOME DEPOT INC,100,83
4433,Home Federal Bancorp Louisiana,Home Federal Louisiana,HFBL,HOME FEDERAL BANCORP INC/LA,84,65
1894,Hemisphere Energy Corporation,Hemisphere Energy Corporation,HME,HOME PROPERTIES INC,29,29
26397,ULS Group Inc,ULS Group,3798,HOMELAND INTERACTIVE TECHNOL,34,11
41501,HSBC MSCI EM Latin America UCITS,HSBC MSCI EM Latin America UCITS,HMLA,HOMELAND RESOURCES LTD,30,30
47790,HSBC MSCI Emerging Markets Latin America UCITS,HSBC MSCI EM Latin America UCITS,HMLA,HOMELAND RESOURCES LTD,35,30
48463,HSBC MSCI EM Latin America UCITS ETF,HSBC MSCI EM Latin America UCITS,HMLA,HOMELAND RESOURCES LTD,28,30
15985,HomeServe PLC,HomeServe,HSV,HOMESERVE PLC,100,82
29869,Khasu Mandal JSC,Khasu Mandal,HSR,HOMESTAKE RESOURCE CORP,26,17
6449,HomeStreet Inc,HomeStreet,HMST,HOMESTREET INC,100,83
8562,Hoteli Maestral DD,Hoteli Maestral DD,HMST,HOMESTREET INC,44,44
6450,HomeTrust Bancshares Inc,HomeTrust,HTBI,HOMETRUST BANCSHARES INC,100,55
6671,Homology Medicines Inc,Homology Medicines,FIXX,HOMOLOGY MEDICINES INC,100,90
22540,Hon Kwok Land Investment Co Ltd,Hon Kwok Land Investment,0160,HON KWOK LAND INVESTMENT,87,100
21877,Honbridge Holdings Ltd,Honbridge,8137,HONBRIDGE HOLDINGS LTD,100,58
28007,Sun-Wa Technos Corp,Sun-Wa Technos,8137,HONBRIDGE HOLDINGS LTD,20,22
25227,Honda Motor Co Ltd,Honda Motor,7267,HONDA MOTOR CO LTD,100,76
43894,ChinaAMC Direxion Hang Seng China Enterprises Daily 2x Leveraged Product,ChinaAMC Direxion Hang Seng China Enterprises Dail,7267,HONDA MOTOR CO LTD,24,18
27431,Honda Tsushin Kogyo Co Ltd,Honda Tsushin Kogyo,6826,HONDA TSUSHIN KOGYO CO LTD,100,84
1896,Honey Badger Exploration Inc,Honey Badger Exploration,TUF,HONEY BADGER EXPLORATION INC,100,92
25851,Honeys Co Ltd,Honeys Co Ltd,2792,HONEYS HOLDINGS CO LTD,74,74
2925,Honeywell International Inc,Honeywell,HON,HONEYWELL INTERNATIONAL INC,100,50
10696,Honeywell International MU,Honeywell,HON,HONEYWELL INTERNATIONAL INC,87,50
21684,HK & China Gas,HK & China Gas,0003,HONG KONG & CHINA GAS,77,77
22531,Hong Kong Building and Loan Agency Ltd,Hong Kong Building and Loan Agency,0145,HONG KONG BUILDING & LOAN,75,81
21704,Hong Kong Exchange and Clearing Ltd,HKEX,0388,HONG KONG EXCHANGES & CLEAR,80,14
22159,Hong Kong Life Sciences and Technologies Group Ltd,Hong Kong Life Sciences & Tech,8085,HONG KONG LIFE SCIENCES,63,90
28765,Narasaki Sangyo Co Ltd,Narasaki Sangyo,8085,HONG KONG LIFE SCIENCES,18,16
25857,Eat& Co Ltd,Eat& Co Ltd,2882,HONG KONG RESOURCES HOLDINGS,16,16
34436,Cathay Financial Holding Co Ltd,Cathay Holdings,2882,HONG KONG RESOURCES HOLDINGS,27,37
4961,Consolidated-Tomoka Land,Consolidated-Tomoka,CTO,HONG LAI HUAT GROUP LTD,38,29
16887,Citigold Corporation Ltd,Citigold Corporation,CTO,HONG LAI HUAT GROUP LTD,38,23
25684,Daiho Corp,Daiho Corp,1822,HONGDA FINANCIAL HOLDING LTD,16,16
19037,Hongfa Technology Co Ltd,Hongfa Tech,600885,HONGFA TECHNOLOGY CO LTD-A,96,59
27223,Iriso Electronics Co Ltd,Iriso Electronics,6908,HONGGUANG LIGHTING HOLDINGS,35,23
21890,Honghua Group Ltd,Honghua Group Ltd,0196,HONGHUA GROUP,87,87
22467,Hongkong and Shanghai Hotels Ltd,Hongkong and Shanghai Hotels,0045,HONGKONG & SHANGHAI HOTELS,86,92
26243,Koikeya Inc,Koikeya,2226,HONWORLD GROUP LTD,7,8
26278,Honyaku Center Inc,Honyaku Center,2483,HONYAKU CENTER INC,100,88
34348,Excel Cell Electronic Co Ltd,Excel Cell,2483,HONYAKU CENTER INC,35,29
4445,Hooker Furniture Corporation,Hooker Furniture,HOFT,HOOKER FURNITURE CORP,86,86
25918,Hoosiers Holdings,Hoosiers Holdings,3284,HOOSIERS HOLDINGS,100,100
38702,AL-BABTAIN POWER &TELECOM CO,AL-BABTAIN,2320,HOP FUNG GROUP HOLDINGS LTD,30,16
22469,Hop Hing Group Holdings Ltd,Hop Hing,0047,HOP HING GROUP HOLDINGS LTD,100,46
4001,Hope Bancorp Inc,Hope Bancorp,HOPE,"HOPE BANCORP, INC.",100,86
22760,Hope Education Group Co Ltd,Hope Education,1765,HOPE EDUCATION GROUP CO LTD,100,68
21848,Hopson Development Holdings Ltd,Hopson Development,0754,HOPSON DEVELOPMENT HOLDINGS,93,80
5231,Horace Mann Educators Corporation,Horace Mann Educators,HMN,HORACE MANN EDUCATORS,78,100
25552,Horiba Ltd,Horiba Ltd,6856,HORIBA LTD,100,100
4426,Horizon Bancorp,Horizon Bancorp,HBNC,HORIZON BANCORP INC/IN,81,81
40262,BetaPro Silver 2x Daily Bear,BetaPro Silver 2x Daily Bear,HZD,HORIZON DISCOVERY GROUP PLC,22,22
16872,Horizon Oil Ltd,Horizon Oil,HZN,HORIZON GLOBAL CORP,41,47
1632,Horizon North Logistics Inc,Horizon North Logistics Inc,HNL,HORIZON NORTH LOGISTICS INC,100,100
16872,Horizon Oil Ltd,Horizon Oil,HZN,HORIZON OIL LTD,100,85
4449,Horizon Technology Finance,Horizon Finance,HRZN,HORIZON TECHNOLOGY FINANCE C,96,70
4465,Horizon Pharma PLC,Horizon Pharma,HZNP,HORIZON THERAPEUTICS PLC,52,63
9675,Horizontal Software SAS,Horizontal Software,ALHSW,HORIZONTAL SOFTWARE SA,98,93
16493,Horizonte Minerals,Horizonte Minerals,HZM,HORIZONTE MINERALS PLC,90,90
3800,Hormel Foods Corporation,Hormel Foods,HRL,HORMEL FOODS CORP,83,83
