,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
39821,GIF FILTRATION,GIF FILTRATION,GIF,GULF INVESTMENT FUND PLC,26,26
4389,Gulf Island Fabrication Inc,Gulf Island Fabrication,GIFI,GULF ISLAND FABRICATION INC,100,92
16103,Gulf Keystone Petroleum Ltd,Gulf Keystone,GKP,GULF KEYSTONE PETROLEUM LTD,100,65
36370,Saigon Garment Manufacturing Trade JSC,Saigon Garment Manufacturing Trade,GMC,GULF MANGANESE CORP LTD,30,35
38544,Golden Wheat,Golden Wheat,GMC,GULF MANGANESE CORP LTD,17,17
7812,GMS Inc,GMS Inc,GMS,GULF MARINE SERVICES PLC,32,32
6343,Gulfport Energy Corporation,Gulfport,GPOR,GULFPORT ENERGY CORP,85,57
15875,Great Portland Estates PLC,Great Portland Estates,GPOR,GULFPORT ENERGY CORP,39,38
5452,GP Strategies Corporation,GP Strategies,GPX,GULFSANDS PETROLEUM PLC,21,28
17771,Gullewa Ltd,Gullewa Ltd,GUL,GULLEWA LIMITED,85,85
22132,Hanhua Financial Holding Co Ltd,Hanhua Financial,3903,GUMI INC,21,25
25992,Gumi Inc,Gumi Inc,3903,GUMI INC,100,100
26021,Gun Ei Chemical Industry Co Ltd,Gun Ei Chemical Industry,4229,GUN EI CHEMICAL INDUSTRY CO,93,94
26935,GungHo Online Entertainment Inc,GungHo Online Entertainment,3765,GUNGHO ONLINE ENTERTAINMENT,93,100
1116,Gungnir Resources Inc,Gungnir Resources,GUG,GUNGNIR RESOURCES INC,100,89
25602,The Gunma Bank Ltd,The Gunma Bank Ltd,8334,GUNMA BANK LTD/THE,100,100
15793,Genus PLC,Genus,GNS,GUNNS LIMITED,45,33
27670,Gunosy Inc,Gunosy,6047,GUNOSY INC,100,75
37672,Ginegar,Ginegar,GNGR,GUNTHER GRANT INC,25,25
25867,Gunze Ltd,Gunze Ltd,3002,GUNZE LIMITED,82,82
34460,Ahoku Electronic Co,Ahoku Electronic,3002,GUNZE LIMITED,19,21
38763,Najran Cement Company,Najran Cement,3002,GUNZE LIMITED,18,15
22472,Guoco Group Ltd,Guoco,0053,GUOCO GROUP LTD.,100,50
47956,Yuanta/P-shares Taiwan Electronics Tech,Yuanta P shares Taiwan Electronics,0053,GUOCO GROUP LTD.,22,24
21449,Guodian Changyuan Electric Power Co Ltd,Changyuan Elec A,000966,GUODIAN CHANGYUAN ELECTRIC-A,78,73
18555,Guodian Nanjing Automation Co Ltd,Guodian Nanjing,600268,GUODIAN NANJING AUTOMATION-A,85,70
22348,Guolian Securities Co Ltd,Guolian Securities Co,1456,GUOLIAN SECURITIES CO LTD-H,96,88
34831,I-Hwa Industrial Co Ltd,I-Hwa Industrial,1456,GUOLIAN SECURITIES CO LTD-H,40,23
45756,Daiwa Japan Nikkei225 Inverse,Daiwa Japan Nikkei225 Inverse,1456,GUOLIAN SECURITIES CO LTD-H,25,25
22229,Guorui Properties Ltd,Guorui Properties,2329,GUORUI PROPERTIES LTD,100,89
26253,Tohokushinsha Film Corp,Tohokushinsha Film,2329,GUORUI PROPERTIES LTD,23,15
34241,Orient Semiconductor Electronics Ltd,Orient Semiconductor,2329,GUORUI PROPERTIES LTD,39,24
21980,Guotai Junan International Holdings Ltd,Guotai Junan Int,1788,GUOTAI JUNAN INTERNATIONAL,80,76
26211,Santo Co Ltd,Santo,1788,GUOTAI JUNAN INTERNATIONAL,32,26
34889,Hi-Clearance,Hi-Clearance,1788,GUOTAI JUNAN INTERNATIONAL,21,21
22716,Guotai Junan Securities Co Ltd,Guotai Junan Securities,2611,GUOTAI JUNAN SECURITIES CO-H,90,90
34395,Tze Shin International Co Ltd,TSI,2611,GUOTAI JUNAN SECURITIES CO-H,32,13
19469,Guoyuan Securities Co Ltd,Guoyuan Sec A,000728,GUOYUAN SECURITIES CO LTD-A,96,65
25811,Gurunavi Inc,Gurunavi Inc,2440,GURUNAVI INC,100,100
34315,Space Shuttle Hi-Tech Co Ltd,Space Shuttle,2440,GURUNAVI INC,15,24
1614,Glacier Media Inc.,Glacier Media Inc.,GVC,GVC HOLDINGS PLC.,30,30
7922,GVC Holdings PLC,GVC Holdings,GVC,GVC HOLDINGS PLC.,100,86
1622,GVIC Communications Corp.,GVIC Communications Corp.,GCT,GVIC COMMUNICATIONS-CL B,79,79
6567,GW Pharmaceuticals PLC ADR,GW Pharma ADR,GWPH,GW PHARMACEUTICALS -ADR,92,74
1236,Gowest Gold Ltd,Gowest Gold,GWA,GWA GROUP LTD,64,50
16970,GWA Group Ltd,GWA Group Ltd,GWA,GWA GROUP LTD,100,100
7338,GWG Holdings Inc,GWG Holdings Inc,GWGH,GWG HOLDINGS INC,100,100
4417,Gyrodyne Company of America Inc,Gyrodyne of America,GYRO,GYRODYNE LLC,47,58
12508,Galvo,Galvo,GAL,GYSCOAL ALLOYS LIMITED,22,22
50980,SPDR SSgA Global Allocation,SPDR SSgA Global Allocation,GAL,GYSCOAL ALLOYS LIMITED,45,45
1009,Lundin Mining Corporation,Lundin Mining,LUN,H LUNDBECK A/S,36,37
8656,Lundbeck A/S,Lundbeck,LUN,H LUNDBECK A/S,92,73
7138,Habit Restaurants Inc,Habit Restaurants Inc,HABT,HABIT RESTAURANTS INC/THE-A,88,88
25606,The Hachijuni Bank Ltd,The Hachijuni Bank Ltd,8359,HACHIJUNI BANK LTD/THE,100,100
4428,The Hackett Group Inc,The Hackett,HCKT,HACKETT GROUP INC/THE,100,69
37783,Hadasit Bio,Hadasit Bio,HDST,HADASIT BIO HOLDINGS LTD,63,63
36380,Hapaco Group JSC,Hapaco Group JSC,HAP,HADERA PAPER LTD,25,25
37602,Hadera Paper,Hadera Paper,HAP,HADERA PAPER LTD,86,86
51134,VanEck Vectors Natural Resources,VanEck Vectors Natural Resources,HAP,HADERA PAPER LTD,25,25
5514,Haemonetics Corporation,Haemonetics,HAE,HAEMONETICS CORP/MASS,73,69
37933,Hagag Group,Hagag Group,HGG,HAGAG GROUP REAL ESTATE DEVE,56,56
27489,Hagihara Industries Inc,Hagihara Industries,7856,HAGIHARA INDUSTRIES INC,100,90
28469,Hagoromo Foods Corp,Hagoromo Foods,2831,HAGOROMO FOODS CORP,100,85
1632,Horizon North Logistics Inc,Horizon North Logistics Inc,HNL,HAGUE & LONDON OIL PLC,26,26
22118,Haichang Holdings Ltd,Haichang,2255,HAICHANG OCEAN PARK HOLDINGS,73,44
22701,Haidilao International Holding Ltd,Haidilao Intl,6862,HAIDILAO INTERNATIONAL HOLDI,90,63
26611,Minato Holdings Inc,Minato,6862,HAIDILAO INTERNATIONAL HOLDI,51,29
21804,Haier Electronics Group Co Ltd,Haier Electronics,1169,HAIER ELECTRONICS GROUP CO,93,79
18874,Qingdao Haier Co Ltd,Qingdao Haier,600690,HAIER SMART HOME CO LTD-A,62,37
7162,Hailiang Education Group Inc,Hailiang Education Group Inc,HLG,HAILIANG EDUCATION GROUP-ADR,86,86
29992,Hallenstein Glasson Holdings Ltd,Hallenstein Glasson,HLG,HAILIANG EDUCATION GROUP-ADR,30,34
36393,HOANG LONG Group,HOANG LONG Group,HLG,HAILIANG EDUCATION GROUP-ADR,45,45
3844,The Hain Celestial Group Inc,The Hain Celestial,HAIN,HAIN CELESTIAL GROUP INC,92,71
10601,Hain Celestial Group Inc,The Hain Celestial,HAIN,HAIN CELESTIAL GROUP INC,100,71
37950,Halman Aldubi Investment House Ltd,Halman Aldubi,HAIN,HAIN CELESTIAL GROUP INC,17,38
18518,Hainan Airlines Co Ltd A,Hainan Airlines A,600221,HAINAN AIRLINES HOLDING CO-A,88,76
19361,Hainan Mining Co Ltd,Hainan Mining,601969,HAINAN MINING CO LTD-A,95,74
22186,Haitian Energy International Ltd,Haitian Energy,1659,HAITIAN ENERGY INTERNATIONAL,93,67
45740,iShares US REIT,iShares US REIT,1659,HAITIAN ENERGY INTERNATIONAL,23,23
21984,Haitian International Holdings Ltd,Haitian Int,1882,HAITIAN INTERNATIONAL HLDGS,89,58
25700,Toa Road Corp,Toa Road Corp,1882,HAITIAN INTERNATIONAL HLDGS,15,15
21831,Haitong Securities Co Ltd,Haitong Securities,6837,HAITONG SECURITIES CO LTD-H,96,80
26607,Kyosha Co Ltd,Kyosha,6837,HAITONG SECURITIES CO LTD-H,45,18
25729,Hakuhodo DY Holdings Inc,Hakuhodo DY Holdings Inc,2433,HAKUHODO DY HOLDINGS INC,100,100
34311,Aurora Systems Corporation,Aurora Systems,2433,HAKUHODO DY HOLDINGS INC,8,11
27950,Hakuto Co Ltd,Hakuto Co Ltd,7433,HAKUTO CO LTD,100,100
15831,Halfords Group PLC,Halfords,HFD,HALFORDS GROUP PLC,100,62
40274,BetaPro S&P TSX Capped Financials 2x Daily Bear,BetaPro S&P TSX Capped Financials 2x Daily Bear,HFD,HALFORDS GROUP PLC,28,28
4444,Hallador Energy Company,Hallador,HNRG,HALLADOR ENERGY CO,88,62
2923,Halliburton Co,Halliburton,HAL,HALLIBURTON CO,100,88
3437,Halliburton Company,Halliburton,HAL,HALLIBURTON CO,85,88
40547,Horizons Active Cdn Dividend ETF Common,Horizons Active Cdn Dividend Common Class,HAL,HALLIBURTON CO,26,25
4420,Hallmark Financial Services Inc,Hallmark,HALL,HALLMARK FINL SERVICES INC,91,47
3844,The Hain Celestial Group Inc,The Hain Celestial,HAIN,HALMAN-ALDUBI INVESTMENT HOU,39,39
10601,Hain Celestial Group Inc,The Hain Celestial,HAIN,HALMAN-ALDUBI INVESTMENT HOU,38,39
37950,Halman Aldubi Investment House Ltd,Halman Aldubi,HAIN,HALMAN-ALDUBI INVESTMENT HOU,90,63
2065,Halmont Properties Corp,Halmont Properties Corp,HMT,HALMONT PROPERTIES CORP,100,100
1111,Halo Labs Inc,Halo Labs,HALO,HALO LABS INC,100,82
4421,Halozyme Therapeutics Inc,Halozyme,HALO,HALO LABS INC,58,38
29865,Khukh Gan JSC,Khukh Gan,HGN,HALOGEN SOFTWARE INC,30,21
1111,Halo Labs Inc,Halo Labs,HALO,HALOSOURCE CORP,36,42
4421,Halozyme Therapeutics Inc,Halozyme,HALO,HALOSOURCE CORP,25,43
27857,Halows Co Ltd,Halows,2742,HALOWS CO LTD,100,63
1111,Halo Labs Inc,Halo Labs,HALO,HALOZYME THERAPEUTICS INC,58,41
4421,Halozyme Therapeutics Inc,Halozyme,HALO,HALOZYME THERAPEUTICS INC,100,48
28894,Halyk Bank AO,Halyk Bank AO,HSBK,HALYK SAVINGS BANK-GDR REG S,49,49
25557,Hamamatsu Photonics KK,Hamamatsu Photonics KK,6965,HAMAMATSU PHOTONICS KK,100,100
37826,Hamat Group Ltd,Hamat Group,HAMAT,HAMAT GROUP LTD,100,85
27873,Hamee Corp,Hamee,3134,HAMEE CORP,100,67
40314,Horizons CDN Select Universe Bond,Horizons CDN Select Universe Bond,HBB,HAMILTON BEACH BRAND-A,29,29
2071,Hamilton Thorne Ltd,Hamilton Thorne,HTL,HAMILTON THORNE LTD,100,88
36405,Truong Long Engineering and Auto JSC,Truong Long Engineering and Auto,HTL,HAMILTON THORNE LTD,36,39
17784,Hammer Metals Ltd,Hammer Metals Ltd,HMX,HAMMER METALS LTD,100,100
15843,Hammerson PLC,Hammerson,HMSO,HAMMERSON PLC,100,82
4424,Hancock Whitney Corp,Hancock Whitney,HWC,HANCOCK WHITNEY CORP,100,86
14633,Handicare Group AB,Handicare,HANDI,HANDICARE GROUP AB,100,67
26690,Handsman Co Ltd,Handsman,7636,HANDSMAN CO LTD,100,70
4841,Hanesbrands Inc,Hanesbrands,HBI,HANESBRANDS INC,100,85
2361,Hortifrut,Hortifrut,HF,HANFENG EVERGREEN INC,13,13
7826,HFF Inc,HFF,HF,HANFENG EVERGREEN INC,43,17
21697,Hang Lung Ppt,Hang Lung Ppt,0101,HANG LUNG PROPERTIES LTD,70,70
21689,Hang Seng Bank,Hang Seng Bank,0011,HANG SENG BANK LTD,88,88
5209,Hanger Inc,Hanger,HNGR,HANGER INC,100,75
19901,Hangzhou Cable Co Ltd,Hangzhou Cable,603618,HANGZHOU CABLE CO LTD-A,95,76
18977,Hangzhou Jiebai Group Co Ltd,Hangzhou Jiebai,600814,HANGZHOU JIEBAI GROUP CO-A,89,73
18686,Hangzhou Silan Microelectronics Co Ltd,Hangzhou Silan,600460,HANGZHOU SILAN MICROELECTR-A,82,67
22132,Hanhua Financial Holding Co Ltd,Hanhua Financial,3903,HANHUA FINANCIAL HOLDING-H,84,76
25992,Gumi Inc,Gumi Inc,3903,HANHUA FINANCIAL HOLDING-H,18,18
25631,Hankyu Hanshin Holdings Inc,Hankyu Hanshin Holdings Inc,9042,HANKYU HANSHIN HOLDINGS INC,100,100
28083,Hankyu REIT Inc,Hankyu REIT,8977,HANKYU HANSHIN REIT INC,79,65
4419,Hanmi Financial Corporation,Hanmi,HAFC,HANMI FINANCIAL CORPORATION,100,31
16680,Hansa Trust,Hansa,HAN,HANNAN METALS LTD,50,36
37192,Hanoi Construction Corp JSC,Hanoi Construction,HAN,HANNAN METALS LTD,23,17
17786,Hannans Reward Ltd,Hannans Reward Ltd,HNR,HANNANS LTD,76,76
6254,The Hanover Insurance Group Inc,The Hanover Insurance,THG,HANOVER INSURANCE GROUP INC/,93,71
35835,Thonburi Healthcare Group PCL,Thonburi Healthcare,THG,HANOVER INSURANCE GROUP INC/,39,22
36569,Tien Giang Investment and Construction JSC,Tien Giang Investment Construction,THG,HANOVER INSURANCE GROUP INC/,32,30
40245,BetaPro S&P 500® -2x Daily Bear ETF,BetaPro S&P 500 2x Daily Bear,HSD,HANSARD GLOBAL PLC,24,26
17347,Hansen Technologies Ltd,Hansen Tech,HSN,HANSEN TECHNOLOGIES LIMITED,92,58
22693,Hansoh Pharmaceutical Group Co Ltd,Hansoh Pharmaceutical Group,3692,HANSOH PHARMACEUTICAL GROUP,89,100
28178,Ffri Inc,Ffri,3692,HANSOH PHARMACEUTICAL GROUP,23,13
16018,Hansteen Holdings Plc,Hansteen,HSTN,HANSTEEN HOLDINGS PLC,100,55
25594,Hanwa Co Ltd,Hanwa Co Ltd,8078,HANWA CO LTD,100,100
1624,Hanwei Energy Services Corp.,Hanwei Energy Services Corp.,HE,HANWEI ENERGY SERVICES CORP,100,100
5136,Hawaiian Electric Industries Inc,Hawaiian Electric Industries,HE,HANWEI ENERGY SERVICES CORP,44,44
14132,Hanza AB,Hanza AB,HANZA,HANZA HOLDING AB,67,67
22143,Hao Wen Holdings Ltd,Hao Wen Holdings,8019,HAO WEN HOLDINGS LTD,100,89
26343,Happiness and D Co Ltd,Happiness and D,3174,HAPPINESS AND D CO LTD,100,81
27060,Happinet Corp,Happinet Corp,7552,HAPPINET CORP,100,100
27436,Harada Industry Co Ltd,Harada Industry,6904,HARADA INDUSTRY CO LTD,100,81
22133,Harbin Bank Co Ltd,Harbin Bank Co,6138,HARBIN BANK CO LTD-H,95,82
27689,Dijet Industrial Co Ltd,Dijet Industrial,6138,HARBIN BANK CO LTD-H,47,22
20419,Harbin Electric Coporation Jiamusi Electric Machine Co Ltd,Harbin Elc Cop Jiamusi Elc Mac A,000922,HARBIN ELECTRIC CORP JIAM-A,59,75
19339,Harbin Hatou Investment Co Ltd,Harbin Hatou Invest,600864,HARBIN HATOU INVESTMENT CO-A,90,81
22021,Harbour Centre Development Ltd,Harbour Centre Development,0051,HARBOUR CENTRE DEVELOPMENT,93,100
47957,Yuanta/P-shares Taiwan Mid-Cap 100,Yuanta P shares Taiwan Mid Cap 100,0051,HARBOUR CENTRE DEVELOPMENT,30,30
25831,Hard Off Corporation Co Ltd,Hard Offoration,2674,HARD OFF CORPORATION CO LTD,100,38
1626,Hardwoods Distribution Inc,Hardwoods Distribution,HDI,HARDWOODS DISTRIBUTION INC,100,92
17723,Elysium Resources Ltd,Elysium Resources,HDY,HARDY OIL & GAS PLC,26,29
37603,Harel,Harel,HARL,HAREL INSURANCE INVESTMENTS,31,31
26049,Harima Chemicals Group Inc,Harima Chemicals Group,4410,HARIMA CHEMICALS GROUP INC,100,92
3650,Harley-Davidson Inc,Harley-Davidson,HOG,HARLEY-DAVIDSON INC,100,88
10644,Harley Davidson Inc,Harley-Davidson,HOG,HARLEY-DAVIDSON INC,100,88
17787,Hawkley Oil and Gas Ltd,Hawkley Oil and Gas Ltd,HOG,HARLEY-DAVIDSON INC,52,52
40539,Horizons Canadian Midstream Oil Gas Class A,Horizons Canadian Midstream Oil Gas,HOG,HARLEY-DAVIDSON INC,23,26
37603,Harel,Harel,HARL,HARLEYSVILLE FINANCIAL CORP,25,25
17773,Haranga Resources Ltd,Haranga Resources,HAR,HARMAN INTERNATIONAL INDS,39,38
36381,An Duong Thao Dien Real estate Trading Investment JSC,An Duong Thao Dien Real estate Trad,HAR,HARMAN INTERNATIONAL INDS,38,40
22352,Harmonicare Medical Holdings Ltd,Harmonicare Medical Holdings,1509,HARMONICARE MEDICAL HOLDINGS,93,100
3466,Harmony Gold Mining Company Limited,Harmony Gold Mining,HMY,HARMONY GOLD MNG-SPON ADR,60,73
3796,L3Harris Technologies Inc,L3Harris Technologies,LHX,HARRIS CORP,44,38
5608,Harsco Corporation,Harsco,HSC,HARSCO CORP,76,71
17516,Homestay Care Ltd,Homestay Care,HSC,HARSCO CORP,36,42
5533,Harte Hanks Inc,Harte Hanks,HHS,HARTE-HANKS INC,100,85
36390,Hoang Huy Investment Services JSC,Hoang Huy Investment Services,HHS,HARTE-HANKS INC,38,41
3516,Hartford Financial Services Group,Hartford,HIG,HARTFORD FINANCIAL SERVICES,90,46
10413,Hartford Financial Services Group Inc,Hartford,HIG,HARTFORD FINANCIAL SERVICES,84,46
36391,HIPT Group JSC,HIPT Group JSC,HIG,HARTFORD FINANCIAL SERVICES,29,29
29935,Heartland Group Holdings Ltd,Heartland Group,HGH,HARTFORD FINANCIAL SERVICES GROUP INC,46,42
4425,Harvard Bioscience Inc,Harvard Bioscience,HBIO,HARVARD BIOSCIENCE INC,100,90
7379,Harvest Capital Credit Corporation,Harvest,HCAP,HARVEST CAPITAL CREDIT CORP,89,41
34959,Level Biotechnology,Level BioTech,3118,HARVEST MSCI CHINA A IDX-HKD,26,24
43875,Harvest MSCI China A,Harvest MSCI China A,3118,HARVEST MSCI CHINA A IDX-HKD,83,83
17786,Hannans Reward Ltd,Hannans Reward Ltd,HNR,HARVEST NATURAL RESOURCES IN,43,43
2190,Harvest One Cannabis Inc,Harvest One Cannabis,HVT,HARVEST ONE CANNABIS INC,100,91
5148,Haverty Furniture Companies Inc,Haverty Furniture,HVT,HARVEST ONE CANNABIS INC,55,39
16295,Heavitree Brewery,Heavitree Brewery,HVT,HARVEST ONE CANNABIS INC,34,34
36009,VICCO,VICCO,HVT,HARVEST ONE CANNABIS INC,21,21
16879,Harvey Norman Holdings Ltd,Harvey Norman Holdings,HVN,HARVEY NASH GROUP PLC,38,42
30813,Golden Haven Memorial Park Inc,Golden Haven,HVN,HARVEY NASH GROUP PLC,47,48
36995,Vietnam Airlines JSC,Vietnam Airlines,HVN,HARVEY NASH GROUP PLC,29,32
16879,Harvey Norman Holdings Ltd,Harvey Norman Holdings,HVN,HARVEY NORMAN HOLDINGS LIMITED,93,85
30813,Golden Haven Memorial Park Inc,Golden Haven,HVN,HARVEY NORMAN HOLDINGS LIMITED,37,33
36995,Vietnam Airlines JSC,Vietnam Airlines,HVN,HARVEY NORMAN HOLDINGS LIMITED,36,39
3710,Hasbro Inc,Hasbro,HAS,HASBRO INC,100,75
17774,Hastings Rare Metals Ltd,Hastings Rare Metals Ltd,HAS,HASBRO INC,29,29
36382,Hacisco JSC,Hacisco JSC,HAS,HASBRO INC,57,57
26184,Haseko Corp,Haseko,1808,HASEKO CORP,100,71
34169,Run Long Construction Co Ltd,Run Long,1808,HASEKO CORP,26,21
27966,Hashimoto Sogyo Co Ltd,Hashimoto Sogyo,7570,HASHIMOTO SOGYO HOLDINGS CO,86,71
16829,Hastings Group Holdings PLC,Hastings Group Holdings PLC,HSTG,HASTINGS GROUP HOLDINGS PLC,100,100
28116,Hatena Co Ltd,Hatena,3930,HATENA CO LTD,100,63
12658,Planetinn,Planetinn,PIG,HAULOTTE GROUP,26,26
2190,Harvest One Cannabis Inc,Harvest One Cannabis,HVT,HAVERTY FURNITURE,39,43
5148,Haverty Furniture Companies Inc,Haverty Furniture,HVT,HAVERTY FURNITURE,71,100
16295,Heavitree Brewery,Heavitree Brewery,HVT,HAVERTY FURNITURE,35,35
36009,VICCO,VICCO,HVT,HAVERTY FURNITURE,9,9
17775,Havilah Resources Ltd,Havilah Resources Ltd,HAV,HAVILAH RESOURCES LTD,100,100
37193,Hapro Vodka JSC,Hapro Vodka,HAV,HAVILAH RESOURCES LTD,22,25
1624,Hanwei Energy Services Corp.,Hanwei Energy Services Corp.,HE,HAWAIIAN ELECTRIC INDS,41,41
5136,Hawaiian Electric Industries Inc,Hawaiian Electric Industries,HE,HAWAIIAN ELECTRIC INDS,81,88
4418,Hawaiian Holdings Inc,Hawaiian,HA,HAWAIIAN HOLDINGS INC,100,55
17776,Hawthorn Resources Ltd,Hawthorn Resources Ltd,HAW,HAWESKO HOLDING AG,30,30
4464,Hawkins Inc,Hawkins,HWKN,HAWKINS INC,100,78
24007,Hawkins Cookers Ltd-BO,Hawkins Cookers Ltd-BO,HWKN,HAWKINS INC,48,48
4462,Hawthorn Bancshares Inc,Hawthorn Bancshares,HWBK,HAWTHORN BANCSHARES INC,100,90
17776,Hawthorn Resources Ltd,Hawthorn Resources Ltd,HAW,HAWTHORN RESOURCES LTD,100,100
25787,Hayashikane Sangyo Co Ltd,Hayashikane Sangyo,2286,HAYASHIKANE SANGYO CO LTD,100,84
30110,Haydari Construction Company Ltd,Haydari Construction,HAYD,HAYDALE GRAPHENE INDUSTRIES,34,43
4422,Haynes International Inc,Haynes,HAYN,HAYNES INTERNATIONAL INC,100,40
22442,China Infrastructure & Logistics Group Ltd,China Infrastructure & Logistics Group,1719,HAZAMA ANDO CORP,18,19
25672,Hazama Ando Corp,Hazama Ando Corp,1719,HAZAMA ANDO CORP,100,100
14881,HBM Healthcare Investments,HBM Healthcare Investments,HBMN,HBM HEALTHCARE IVST-A,81,81
22231,HC International Inc,HC International,2280,HC GROUP INC,38,36
38646,Almarai Company,Almarai,2280,HC GROUP INC,30,21
4799,HCA Holdings Inc,HCA,HCA,HCA HEALTHCARE INC,59,29
35988,Hoa Cam Concrete JSC,Hoa Cam Concrete JSC,HCC,HCC INSURANCE HOLDINGS INC,30,30
5091,HCI Group Inc,HCI Group Inc,HCI,HCI GROUP INC,100,100
36758,Hanoi Construction Investment JSC,Hanoi Construction Invest,HCI,HCI GROUP INC,39,42
3797,Healthpeak Properties Inc,Healthpeak Properties,PEAK,HCP INC,38,29
7054,HD Supply Holdings Inc,HD Supply,HDS,HD SUPPLY HOLDINGS INC,100,58
3588,HDFC Bank Limited ADR,HDFC Bank ADR,HDB,HDFC BANK LTD-ADR,89,87
36902,Ho Chi Minh City Development Joint Stock Commercial Bank,Ho Chi Minh City Develop,HDB,HDFC BANK LTD-ADR,22,20
7264,HeadHunter Group PLC ADR,HeadHunter ADR,HHR,HEADHUNTER GROUP PLC-ADR,100,74
16046,Headlam Group,Headlam,HEAD,HEADLAM GROUP PLC,87,58
1514,HLS Therapeutics Inc,HLS Therapeutics,HLS,HEALIUS LTD,32,37
10525,AIC Mines Ltd,Intrepid Mines,HLS,HEALIUS LTD,50,24
17009,Healius Ltd,Primary Health Care,HLS,HEALIUS LTD,100,33
21960,Health and Happiness (H&H) International Holdings Ltd,H&H,1112,HEALTH AND HAPPINESS H&H INT,71,19
46027,SPDR Health Care Select Sector,Health Care Select Sector SPDR,XLV,HEALTH CARE SELECT SECTOR,91,91
50884,Health Care Select Sector SPDR,Health Care Select Sector SPDR,XLV,HEALTH CARE SELECT SECTOR,91,91
1999,Highland Copper Company Inc.,Highland Copper Company Inc.,HI,HEALTH ITALIA SPA,18,18
5534,Hillenbrand Inc,Hillenbrand,HI,HEALTH ITALIA SPA,31,21
30620,House of Investments Inc,House of Investments,HI,HEALTH ITALIA SPA,29,32
36764,Ha Noi Tram JSC,Ha Noi Tram,HNT,HEALTH NET INC.,48,40
28100,Healthcare & Medical Investment Corp,Healthcare Medical Invest,3455,HEALTHCARE & MEDICAL INVESTM,87,98
6261,Healthcare Realty Trust Incorporated,Healthcare RT,HR,HEALTHCARE REALTY TRUST INC,86,65
4429,Healthcare Services Group Inc,Healthcare Services,HCSG,HEALTHCARE SERVICES GROUP,93,86
6252,Healthcare Trust of America Inc,Healthcare of America,HTA,HEALTHCARE TRUST OF AME-CL A,81,73
16866,Hutchison Telecommunications Ltd,Hutchison Telecom,HTA,HEALTHCARE TRUST OF AME-CL A,23,22
7711,Healthequity Inc,Healthequity Inc,HQY,HEALTHEQUITY INC,100,100
4452,HealthStream Inc,HealthStream,HSTM,HEALTHSTREAM INC,100,86
4456,Heartland Express Inc,Heartland Express,HTLD,HEARTLAND EXPRESS INC,100,89
4457,Heartland Financial USA Inc,Heartland Financial,HTLF,HEARTLAND FINANCIAL USA INC,100,83
29935,Heartland Group Holdings Ltd,Heartland Group,HGH,HEARTLAND GROUP HOLDINGS LTD,100,70
1892,Happy Creek Minerals Ltd,Happy Creek Minerals,HPY,HEARTLAND PAYMENT SYSTEMS IN,35,29
19479,He Bei Cheng De LoLo Co Ltd,Chengde Lolo A,000848,HEBEI CHENGDE LOLO CO-A,68,76
34152,Chung Hwa Chemical Industrial Works Ltd,Chung Hwa Chemical,1727,HEBEI CONSTRUCTION GROUP C-H,30,30
7212,Hebron Technology Co Ltd,Hebron Technology,HEBT,HEBRON TECHNOLOGY CO LTD - A,96,79
5477,Hecla Mining Company,Hecla Mining,HL,HECLA MINING CO,86,89
15173,Hecla Mining Co,Hecla Mining,HL,HECLA MINING CO,100,89
21065,Hefei Department Store Group Co Ltd,Hefei Dept A,000417,HEFEI DEPARTMENT STORE GRP-A,86,60
5635,Heico Corporation,Heico,HEI,HEICO CORP,74,67
16745,Hardide PLC,Hardide,HDD,HEIDELBERGER DRUCKMASCHINEN,26,24
4450,Heidrick & Struggles International,Heidrick&Struggles,HSII,HEIDRICK & STRUGGLES INTL,84,88
18806,Heilongjiang Agriculture Co Ltd,Heilongjiang Agriculture,600598,HEILONGJIANG AGRICULTURE-A,84,96
25233,"Heiwa Real Estate Co., Ltd.",Heiwa Real Estate,8803,HEIWA REAL ESTATE CO LTD,100,83
28077,Heiwa Real Estate REIT Inc,Heiwa Real Estate REIT,8966,HEIWA REAL ESTATE REIT INC,100,92
27110,Heiwado Co Ltd,Heiwado Co Ltd,8276,HEIWADO CO LTD,100,100
4432,Helen of Troy Ltd,Helen of Troy Ltd,HELE,HELEN OF TROY LTD,100,100
15941,Helical Bar Plc,Helical Bar,HLCL,HELICAL PLC,85,64
1893,Helijet International Inc.,Helijet International Inc.,HJI,HELIJET INTERNATIONAL INC.,100,100
17878,Helios Energy Ltd,Helios Energy,HE8,HELIOS ENERGY LTD,100,87
27407,Helios Techno Holding Co Ltd,Helios Techno Holding,6927,HELIOS TECHNO HOLDING CO LTD,100,86
6922,Helios Technologies Inc,Helios Tech,HLIO,HELIOS TECHNOLOGIES INC,100,65
1131,Helix Applications Inc,Helix Apps,HELX,HELIX APPLICATIONS INC,100,62
1628,Helix BioPharma Corp.,Helix BioPharma Corp.,HBP,HELIX BIOPHARMA CORP,100,100
7066,Huttig Building,Huttig Building,HBP,HELIX BIOPHARMA CORP,29,29
5137,Helix Energy Solutions Group Inc,Helix,HLX,HELIX ENERGY SOLUTIONS GROUP,93,30
17130,Helix Resources Ltd,Helix Resources,HLX,HELIX ENERGY SOLUTIONS GROUP,43,47
